"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Get OTP code from email","tests","Mon May 26 01:55:35 GMT 2025","skipped","Mon May 26 01:55:35 GMT 2025","TestEmail","email_test","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Mon May 26 01:56:13 GMT 2025","broken","Mon May 26 01:56:13 GMT 2025","TestWorkspaces","workspaces_test","",""
"Forgot password with a valid email address","0","Forgot Password with valid email test","Custom parent suite","Mon May 26 01:55:35 GMT 2025","broken","Mon May 26 01:55:35 GMT 2025","Custom sub suite","Custom suite","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Mon May 26 01:56:28 GMT 2025","broken","Mon May 26 01:56:28 GMT 2025","TestWorkspaces","workspaces_test","",""
"Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

This test case is designed for demonstration purposes only.
","0","test_e","tests","Mon May 26 01:56:51 GMT 2025","skipped","Mon May 26 01:56:51 GMT 2025","TestDependencyExample","dependency_class_test","",""
"invalid login","0","Login with invalid credentials test","tests","Mon May 26 01:55:49 GMT 2025","broken","Mon May 26 01:55:49 GMT 2025","TestLogin","login_test","",""
"","0","test_a","tests","Mon May 26 01:56:51 GMT 2025","skipped","Mon May 26 01:56:51 GMT 2025","TestDependencyExample","dependency_test","",""
"","0","test_d","tests","Mon May 26 01:55:35 GMT 2025","skipped","Mon May 26 01:55:35 GMT 2025","TestDependencyExample","dependency_test","",""
"Skip Test example","0","Skipped test example","tests","Mon May 26 01:56:10 GMT 2025","skipped","Mon May 26 01:56:10 GMT 2025","TestLogin","login_test","",""
"Forgot Password with invalid email address","0","Forgot Password with invalid email test","Custom parent suite","Mon May 26 01:55:43 GMT 2025","skipped","Mon May 26 01:55:43 GMT 2025","Custom sub suite","Custom suite","",""
"","0","Verify population amounts","tests","Mon May 26 01:56:51 GMT 2025","skipped","Mon May 26 01:56:51 GMT 2025","TestDatabaseExample","db_test","",""
"","0","Verify email content","tests","Mon May 26 01:55:35 GMT 2025","skipped","Mon May 26 01:55:35 GMT 2025","TestEmail","email_test","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Mon May 26 01:56:47 GMT 2025","broken","Mon May 26 01:56:47 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Verify email count in user inbox","tests","Mon May 26 01:55:35 GMT 2025","skipped","Mon May 26 01:55:35 GMT 2025","TestEmail","email_test","",""
"Log out from app","0","Logout of system test","tests","Mon May 26 01:56:07 GMT 2025","broken","Mon May 26 01:56:07 GMT 2025","TestLogin","login_test","",""
"","0","Visual test of login page with ignored area","tests","Mon May 26 01:56:10 GMT 2025","skipped","Mon May 26 01:56:10 GMT 2025","TestVisual","visual_test","",""
"","0","test_b","tests","Mon May 26 01:56:51 GMT 2025","skipped","Mon May 26 01:56:51 GMT 2025","TestDependencyExample","dependency_test","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Mon May 26 01:55:44 GMT 2025","broken","Mon May 26 01:55:44 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page element","tests","Mon May 26 01:56:10 GMT 2025","skipped","Mon May 26 01:56:10 GMT 2025","TestVisual","visual_test","",""
"Search for an existing project","0","Search for existing project test","tests","Mon May 26 01:56:34 GMT 2025","broken","Mon May 26 01:56:34 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page","tests","Mon May 26 01:56:10 GMT 2025","skipped","Mon May 26 01:56:10 GMT 2025","TestVisual","visual_test","",""
"Create new Workspace","0","Create new workspace test","tests","Mon May 26 01:55:36 GMT 2025","broken","Mon May 26 01:55:36 GMT 2025","TestWorkspaces","workspaces_test","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Mon May 26 01:55:59 GMT 2025","broken","Mon May 26 01:55:59 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","test_c","tests","Mon May 26 01:55:35 GMT 2025","skipped","Mon May 26 01:55:35 GMT 2025","TestDependencyExample","dependency_test","",""
"invalid login","0","Login with invalid credentials test","tests","Mon May 26 01:55:54 GMT 2025","broken","Mon May 26 01:55:54 GMT 2025","TestLogin","login_test","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Mon May 26 01:56:43 GMT 2025","broken","Mon May 26 01:56:43 GMT 2025","TestWorkspaces","workspaces_test","",""
"Search for a non existing project","0","Search for non existing project","tests","Mon May 26 01:56:39 GMT 2025","broken","Mon May 26 01:56:39 GMT 2025","TestWorkspaces","workspaces_test","",""
"valid login","0","Login with valid credentials test","tests","Mon May 26 01:56:03 GMT 2025","broken","Mon May 26 01:56:03 GMT 2025","TestLogin","login_test","",""
"Exception catching","10516","Exception test","Custom parent suite","Mon May 26 01:55:46 GMT 2025","broken","Mon May 26 01:55:56 GMT 2025","Custom sub suite","Custom suite","",""
