"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Visual test of login page element","tests","Mon Feb 24 01:42:21 GMT 2025","skipped","Mon Feb 24 01:42:21 GMT 2025","TestVisual","visual_test","",""
"valid login","10226","Login with valid credentials test","tests","Mon Feb 24 01:41:51 GMT 2025","broken","Mon Feb 24 01:42:01 GMT 2025","TestLogin","login_test","",""
"Exception catching","10159","Exception test","Custom parent suite","Mon Feb 24 01:41:19 GMT 2025","broken","Mon Feb 24 01:41:29 GMT 2025","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Mon Feb 24 01:42:32 GMT 2025","broken","Mon Feb 24 01:42:32 GMT 2025","TestWorkspaces","workspaces_test","",""
"Create new Workspace","0","Create new workspace test","tests","Mon Feb 24 01:40:34 GMT 2025","broken","Mon Feb 24 01:40:34 GMT 2025","TestWorkspaces","workspaces_test","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Mon Feb 24 01:41:44 GMT 2025","broken","Mon Feb 24 01:41:44 GMT 2025","TestWorkspaces","workspaces_test","",""
"invalid login","10143","Login with invalid credentials test","tests","Mon Feb 24 01:41:31 GMT 2025","broken","Mon Feb 24 01:41:41 GMT 2025","TestLogin","login_test","",""
"
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        ","0","test_e","tests","Mon Feb 24 01:43:36 GMT 2025","skipped","Mon Feb 24 01:43:36 GMT 2025","TestDependencyExample","dependency_class_test","",""
"invalid login","10170","Login with invalid credentials test","tests","Mon Feb 24 01:41:14 GMT 2025","broken","Mon Feb 24 01:41:24 GMT 2025","TestLogin","login_test","",""
"Log out from app","10514","Logout of system test","tests","Mon Feb 24 01:42:07 GMT 2025","broken","Mon Feb 24 01:42:17 GMT 2025","TestLogin","login_test","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Mon Feb 24 01:40:55 GMT 2025","broken","Mon Feb 24 01:40:55 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","test_c","tests","Mon Feb 24 01:40:47 GMT 2025","skipped","Mon Feb 24 01:40:47 GMT 2025","TestDependencyExample","dependency_test","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Mon Feb 24 01:42:00 GMT 2025","broken","Mon Feb 24 01:42:00 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Verify email count in user inbox","tests","Mon Feb 24 01:40:47 GMT 2025","skipped","Mon Feb 24 01:40:47 GMT 2025","TestEmail","email_test","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Mon Feb 24 01:43:20 GMT 2025","broken","Mon Feb 24 01:43:20 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page","tests","Mon Feb 24 01:42:21 GMT 2025","skipped","Mon Feb 24 01:42:21 GMT 2025","TestVisual","visual_test","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Mon Feb 24 01:42:16 GMT 2025","broken","Mon Feb 24 01:42:16 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page with ignored area","tests","Mon Feb 24 01:42:21 GMT 2025","skipped","Mon Feb 24 01:42:21 GMT 2025","TestVisual","visual_test","",""
"","0","test_b","tests","Mon Feb 24 01:40:47 GMT 2025","skipped","Mon Feb 24 01:40:47 GMT 2025","TestDependencyExample","dependency_test","",""
"","0","test_d","tests","Mon Feb 24 01:40:47 GMT 2025","skipped","Mon Feb 24 01:40:47 GMT 2025","TestDependencyExample","dependency_test","",""
"Search for a non existing project","0","Search for non existing project","tests","Mon Feb 24 01:42:48 GMT 2025","broken","Mon Feb 24 01:42:48 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","test_a","tests","Mon Feb 24 01:43:36 GMT 2025","skipped","Mon Feb 24 01:43:36 GMT 2025","TestDependencyExample","dependency_test","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Mon Feb 24 01:43:04 GMT 2025","broken","Mon Feb 24 01:43:04 GMT 2025","TestWorkspaces","workspaces_test","",""
"Skip Test example","0","Skipped test example","tests","Mon Feb 24 01:42:21 GMT 2025","skipped","Mon Feb 24 01:42:21 GMT 2025","TestLogin","login_test","",""
"","0","Verify email content","tests","Mon Feb 24 01:40:47 GMT 2025","skipped","Mon Feb 24 01:40:47 GMT 2025","TestEmail","email_test","",""
"Forgot password with a valid email address","10084","Forgot Password with valid email test","Custom parent suite","Mon Feb 24 01:41:02 GMT 2025","broken","Mon Feb 24 01:41:12 GMT 2025","Custom sub suite","Custom suite","",""
"Forgot Password with invalid email address","0","Forgot Password with invalid email test","Custom parent suite","Mon Feb 24 01:41:16 GMT 2025","skipped","Mon Feb 24 01:41:16 GMT 2025","Custom sub suite","Custom suite","",""
"","0","Verify population amounts","tests","Mon Feb 24 01:43:36 GMT 2025","skipped","Mon Feb 24 01:43:36 GMT 2025","TestDatabaseExample","db_test","",""
