"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

This test case is designed for demonstration purposes only.
","0","test_e","tests","Mon Jun 16 02:00:30 GMT 2025","skipped","Mon Jun 16 02:00:30 GMT 2025","TestDependencyExample","dependency_class_test","",""
"","0","Get OTP code from email","tests","Mon Jun 16 01:59:20 GMT 2025","skipped","Mon Jun 16 01:59:20 GMT 2025","TestEmail","email_test","",""
"valid login","0","Login with valid credentials test","tests","Mon Jun 16 01:59:50 GMT 2025","broken","Mon Jun 16 01:59:50 GMT 2025","TestLogin","login_test","",""
"Exception catching","10112","Exception test","Custom parent suite","Mon Jun 16 01:59:34 GMT 2025","broken","Mon Jun 16 01:59:44 GMT 2025","Custom sub suite","Custom suite","",""
"","0","Verify email count in user inbox","tests","Mon Jun 16 01:59:20 GMT 2025","skipped","Mon Jun 16 01:59:20 GMT 2025","TestEmail","email_test","",""
"Create new Workspace","0","Create new workspace test","tests","Mon Jun 16 01:59:18 GMT 2025","broken","Mon Jun 16 01:59:18 GMT 2025","TestWorkspaces","workspaces_test","",""
"invalid login","0","Login with invalid credentials test","tests","Mon Jun 16 01:59:36 GMT 2025","broken","Mon Jun 16 01:59:36 GMT 2025","TestLogin","login_test","",""
"","0","Verify population amounts","tests","Mon Jun 16 02:00:30 GMT 2025","skipped","Mon Jun 16 02:00:30 GMT 2025","TestDatabaseExample","db_test","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Mon Jun 16 01:59:29 GMT 2025","broken","Mon Jun 16 01:59:29 GMT 2025","TestWorkspaces","workspaces_test","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Mon Jun 16 02:00:26 GMT 2025","broken","Mon Jun 16 02:00:26 GMT 2025","TestWorkspaces","workspaces_test","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Mon Jun 16 02:00:21 GMT 2025","broken","Mon Jun 16 02:00:21 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page","tests","Mon Jun 16 02:00:00 GMT 2025","skipped","Mon Jun 16 02:00:00 GMT 2025","TestVisual","visual_test","",""
"","0","Visual test of login page with ignored area","tests","Mon Jun 16 02:00:00 GMT 2025","skipped","Mon Jun 16 02:00:00 GMT 2025","TestVisual","visual_test","",""
"Forgot Password with invalid email address","0","Forgot Password with invalid email test","Custom parent suite","Mon Jun 16 01:59:32 GMT 2025","skipped","Mon Jun 16 01:59:32 GMT 2025","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Mon Jun 16 01:59:54 GMT 2025","broken","Mon Jun 16 01:59:54 GMT 2025","TestWorkspaces","workspaces_test","",""
"Search for an existing project","0","Search for existing project test","tests","Mon Jun 16 02:00:13 GMT 2025","broken","Mon Jun 16 02:00:13 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","test_a","tests","Mon Jun 16 02:00:30 GMT 2025","skipped","Mon Jun 16 02:00:30 GMT 2025","TestDependencyExample","dependency_test","",""
"Search for a non existing project","0","Search for non existing project","tests","Mon Jun 16 02:00:17 GMT 2025","broken","Mon Jun 16 02:00:17 GMT 2025","TestWorkspaces","workspaces_test","",""
"Forgot password with a valid email address","0","Forgot Password with valid email test","Custom parent suite","Mon Jun 16 01:59:20 GMT 2025","broken","Mon Jun 16 01:59:20 GMT 2025","Custom sub suite","Custom suite","",""
"","0","Visual test of login page element","tests","Mon Jun 16 02:00:00 GMT 2025","skipped","Mon Jun 16 02:00:00 GMT 2025","TestVisual","visual_test","",""
"","0","test_b","tests","Mon Jun 16 02:00:30 GMT 2025","skipped","Mon Jun 16 02:00:30 GMT 2025","TestDependencyExample","dependency_test","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Mon Jun 16 02:00:09 GMT 2025","broken","Mon Jun 16 02:00:09 GMT 2025","TestWorkspaces","workspaces_test","",""
"Skip Test example","0","Skipped test example","tests","Mon Jun 16 02:00:00 GMT 2025","skipped","Mon Jun 16 02:00:00 GMT 2025","TestLogin","login_test","",""
"","0","test_d","tests","Mon Jun 16 01:59:20 GMT 2025","skipped","Mon Jun 16 01:59:20 GMT 2025","TestDependencyExample","dependency_test","",""
"Log out from app","0","Logout of system test","tests","Mon Jun 16 01:59:55 GMT 2025","broken","Mon Jun 16 01:59:55 GMT 2025","TestLogin","login_test","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Mon Jun 16 01:59:40 GMT 2025","broken","Mon Jun 16 01:59:40 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Verify email content","tests","Mon Jun 16 01:59:20 GMT 2025","skipped","Mon Jun 16 01:59:20 GMT 2025","TestEmail","email_test","",""
"","0","test_c","tests","Mon Jun 16 01:59:20 GMT 2025","skipped","Mon Jun 16 01:59:20 GMT 2025","TestDependencyExample","dependency_test","",""
"invalid login","0","Login with invalid credentials test","tests","Mon Jun 16 01:59:32 GMT 2025","broken","Mon Jun 16 01:59:32 GMT 2025","TestLogin","login_test","",""
