"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Create new Workspace","0","Create new workspace test","tests","Tue Mar 11 01:42:09 GMT 2025","broken","Tue Mar 11 01:42:09 GMT 2025","TestWorkspaces","workspaces_test","",""
"Search for a non existing project","0","Search for non existing project","tests","Tue Mar 11 01:44:14 GMT 2025","broken","Tue Mar 11 01:44:14 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page with ignored area","tests","Tue Mar 11 01:43:31 GMT 2025","skipped","Tue Mar 11 01:43:31 GMT 2025","TestVisual","visual_test","",""
"","0","Verify population amounts","tests","Tue Mar 11 01:44:58 GMT 2025","skipped","Tue Mar 11 01:44:58 GMT 2025","TestDatabaseExample","db_test","",""
"Skip Test example","0","Skipped test example","tests","Tue Mar 11 01:43:31 GMT 2025","skipped","Tue Mar 11 01:43:31 GMT 2025","TestLogin","login_test","",""
"invalid login","10353","Login with invalid credentials test","tests","Tue Mar 11 01:42:47 GMT 2025","broken","Tue Mar 11 01:42:58 GMT 2025","TestLogin","login_test","",""
"","0","test_a","tests","Tue Mar 11 01:44:58 GMT 2025","skipped","Tue Mar 11 01:44:58 GMT 2025","TestDependencyExample","dependency_test","",""
"","0","test_c","tests","Tue Mar 11 01:42:11 GMT 2025","skipped","Tue Mar 11 01:42:11 GMT 2025","TestDependencyExample","dependency_test","",""
"invalid login","10345","Login with invalid credentials test","tests","Tue Mar 11 01:43:02 GMT 2025","broken","Tue Mar 11 01:43:12 GMT 2025","TestLogin","login_test","",""
"Forgot password with a valid email address","10311","Forgot Password with valid email test","Custom parent suite","Tue Mar 11 01:42:19 GMT 2025","broken","Tue Mar 11 01:42:29 GMT 2025","Custom sub suite","Custom suite","",""
"Log out from app","10353","Logout of system test","tests","Tue Mar 11 01:43:18 GMT 2025","broken","Tue Mar 11 01:43:29 GMT 2025","TestLogin","login_test","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Tue Mar 11 01:44:43 GMT 2025","broken","Tue Mar 11 01:44:43 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page","tests","Tue Mar 11 01:43:31 GMT 2025","skipped","Tue Mar 11 01:43:31 GMT 2025","TestVisual","visual_test","",""
"","0","Verify email count in user inbox","tests","Tue Mar 11 01:42:11 GMT 2025","skipped","Tue Mar 11 01:42:11 GMT 2025","TestEmail","email_test","",""
"valid login","10366","Login with valid credentials test","tests","Tue Mar 11 01:43:04 GMT 2025","broken","Tue Mar 11 01:43:14 GMT 2025","TestLogin","login_test","",""
"","0","Get OTP code from email","tests","Tue Mar 11 01:42:11 GMT 2025","skipped","Tue Mar 11 01:42:11 GMT 2025","TestEmail","email_test","",""
"","0","test_b","tests","Tue Mar 11 01:44:58 GMT 2025","skipped","Tue Mar 11 01:44:58 GMT 2025","TestDependencyExample","dependency_test","",""
"Forgot Password with invalid email address","0","Forgot Password with invalid email test","Custom parent suite","Tue Mar 11 01:42:31 GMT 2025","skipped","Tue Mar 11 01:42:31 GMT 2025","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Tue Mar 11 01:43:14 GMT 2025","broken","Tue Mar 11 01:43:14 GMT 2025","TestWorkspaces","workspaces_test","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Tue Mar 11 01:44:28 GMT 2025","broken","Tue Mar 11 01:44:28 GMT 2025","TestWorkspaces","workspaces_test","",""
"Exception catching","10330","Exception test","Custom parent suite","Tue Mar 11 01:42:34 GMT 2025","broken","Tue Mar 11 01:42:44 GMT 2025","Custom sub suite","Custom suite","",""
"
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        ","0","test_e","tests","Tue Mar 11 01:44:58 GMT 2025","skipped","Tue Mar 11 01:44:58 GMT 2025","TestDependencyExample","dependency_class_test","",""
"","0","Visual test of login page element","tests","Tue Mar 11 01:43:31 GMT 2025","skipped","Tue Mar 11 01:43:31 GMT 2025","TestVisual","visual_test","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Tue Mar 11 01:43:44 GMT 2025","broken","Tue Mar 11 01:43:44 GMT 2025","TestWorkspaces","workspaces_test","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Tue Mar 11 01:43:29 GMT 2025","broken","Tue Mar 11 01:43:29 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","test_d","tests","Tue Mar 11 01:42:11 GMT 2025","skipped","Tue Mar 11 01:42:11 GMT 2025","TestDependencyExample","dependency_test","",""
"","0","Verify email content","tests","Tue Mar 11 01:42:11 GMT 2025","skipped","Tue Mar 11 01:42:11 GMT 2025","TestEmail","email_test","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Tue Mar 11 01:42:30 GMT 2025","broken","Tue Mar 11 01:42:30 GMT 2025","TestWorkspaces","workspaces_test","",""
"Search for an existing project","0","Search for existing project test","tests","Tue Mar 11 01:43:59 GMT 2025","broken","Tue Mar 11 01:43:59 GMT 2025","TestWorkspaces","workspaces_test","",""
