"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jul 05 01:19:07 GMT 2024","Fri Jul 05 01:19:07 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Fri Jul 05 01:20:26 GMT 2024","Fri Jul 05 01:20:37 GMT 2024","10350","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"skipped","Fri Jul 05 01:20:25 GMT 2024","Fri Jul 05 01:20:25 GMT 2024","0","tests","db_test","TestDatabaseExample","","","Verify population amounts",""
"skipped","Fri Jul 05 01:21:49 GMT 2024","Fri Jul 05 01:21:49 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page element",""
"skipped","Fri Jul 05 01:21:49 GMT 2024","Fri Jul 05 01:21:49 GMT 2024","0","tests","login_test","TestLogin","","","Skipped test example","Skip Test example"
"skipped","Fri Jul 05 01:20:25 GMT 2024","Fri Jul 05 01:20:25 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_c",""
"broken","Fri Jul 05 01:19:38 GMT 2024","Fri Jul 05 01:19:38 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Fri Jul 05 01:17:30 GMT 2024","Fri Jul 05 01:17:30 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Fri Jul 05 01:19:23 GMT 2024","Fri Jul 05 01:19:23 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"skipped","Fri Jul 05 01:20:25 GMT 2024","Fri Jul 05 01:20:25 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_d",""
"broken","Fri Jul 05 01:20:09 GMT 2024","Fri Jul 05 01:20:09 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"skipped","Fri Jul 05 01:20:25 GMT 2024","Fri Jul 05 01:20:25 GMT 2024","0","tests","dependency_class_test","TestDependencyExample","","","test_e","
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        "
"broken","Fri Jul 05 01:18:35 GMT 2024","Fri Jul 05 01:18:35 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"skipped","Fri Jul 05 01:20:25 GMT 2024","Fri Jul 05 01:20:25 GMT 2024","0","tests","email_test","TestEmail","","","Verify email content",""
"broken","Fri Jul 05 01:18:05 GMT 2024","Fri Jul 05 01:18:15 GMT 2024","10343","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Fri Jul 05 01:20:46 GMT 2024","Fri Jul 05 01:20:56 GMT 2024","10341","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"skipped","Fri Jul 05 01:21:49 GMT 2024","Fri Jul 05 01:21:49 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page",""
"skipped","Fri Jul 05 01:20:25 GMT 2024","Fri Jul 05 01:20:25 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_b",""
"broken","Fri Jul 05 01:18:51 GMT 2024","Fri Jul 05 01:18:51 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"skipped","Fri Jul 05 01:20:25 GMT 2024","Fri Jul 05 01:20:25 GMT 2024","0","tests","email_test","TestEmail","","","Verify email count in user inbox",""
"broken","Fri Jul 05 01:18:21 GMT 2024","Fri Jul 05 01:18:31 GMT 2024","10348","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Fri Jul 05 01:21:34 GMT 2024","Fri Jul 05 01:21:45 GMT 2024","10354","tests","login_test","TestLogin","","","Logout of system test","Log out from app"
"broken","Fri Jul 05 01:19:54 GMT 2024","Fri Jul 05 01:19:54 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"skipped","Fri Jul 05 01:20:40 GMT 2024","Fri Jul 05 01:20:40 GMT 2024","0","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"skipped","Fri Jul 05 01:20:25 GMT 2024","Fri Jul 05 01:20:25 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_a",""
"broken","Fri Jul 05 01:21:19 GMT 2024","Fri Jul 05 01:21:29 GMT 2024","10353","tests","login_test","TestLogin","","","Login with valid credentials test","valid login"
"skipped","Fri Jul 05 01:21:49 GMT 2024","Fri Jul 05 01:21:49 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page with ignored area",""
"broken","Fri Jul 05 01:17:48 GMT 2024","Fri Jul 05 01:17:48 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
