"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Apr 02 01:15:43 GMT 2024","Tue Apr 02 01:15:43 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_c",""
"broken","Tue Apr 02 01:13:23 GMT 2024","Tue Apr 02 01:13:34 GMT 2024","10263","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"skipped","Tue Apr 02 01:15:43 GMT 2024","Tue Apr 02 01:15:43 GMT 2024","0","tests","dependency_class_test","TestDependencyExample","","","test_e","
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        "
"broken","Tue Apr 02 01:16:34 GMT 2024","Tue Apr 02 01:16:44 GMT 2024","10260","tests","login_test","TestLogin","","","Login with valid credentials test","valid login"
"skipped","Tue Apr 02 01:15:43 GMT 2024","Tue Apr 02 01:15:43 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_b",""
"skipped","Tue Apr 02 01:15:43 GMT 2024","Tue Apr 02 01:15:43 GMT 2024","0","tests","email_test","TestEmail","","","Verify email count in user inbox",""
"broken","Tue Apr 02 01:14:21 GMT 2024","Tue Apr 02 01:14:21 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Tue Apr 02 01:16:51 GMT 2024","Tue Apr 02 01:17:01 GMT 2024","10256","tests","login_test","TestLogin","","","Logout of system test","Log out from app"
"skipped","Tue Apr 02 01:15:43 GMT 2024","Tue Apr 02 01:15:43 GMT 2024","0","tests","db_test","TestDatabaseExample","","","Verify population amounts",""
"skipped","Tue Apr 02 01:15:43 GMT 2024","Tue Apr 02 01:15:43 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_d",""
"broken","Tue Apr 02 01:13:38 GMT 2024","Tue Apr 02 01:13:38 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"skipped","Tue Apr 02 01:15:43 GMT 2024","Tue Apr 02 01:15:43 GMT 2024","0","tests","email_test","TestEmail","","","Verify email content",""
"skipped","Tue Apr 02 01:17:06 GMT 2024","Tue Apr 02 01:17:06 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page",""
"broken","Tue Apr 02 01:14:05 GMT 2024","Tue Apr 02 01:14:05 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"skipped","Tue Apr 02 01:15:43 GMT 2024","Tue Apr 02 01:15:43 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_a",""
"broken","Tue Apr 02 01:14:54 GMT 2024","Tue Apr 02 01:14:54 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Tue Apr 02 01:15:27 GMT 2024","Tue Apr 02 01:15:27 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Tue Apr 02 01:15:46 GMT 2024","Tue Apr 02 01:15:56 GMT 2024","10312","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Tue Apr 02 01:16:02 GMT 2024","Tue Apr 02 01:16:12 GMT 2024","10250","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Tue Apr 02 01:12:50 GMT 2024","Tue Apr 02 01:12:50 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"skipped","Tue Apr 02 01:17:07 GMT 2024","Tue Apr 02 01:17:07 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page element",""
"skipped","Tue Apr 02 01:16:00 GMT 2024","Tue Apr 02 01:16:00 GMT 2024","0","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Tue Apr 02 01:14:38 GMT 2024","Tue Apr 02 01:14:38 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"skipped","Tue Apr 02 01:17:06 GMT 2024","Tue Apr 02 01:17:06 GMT 2024","0","tests","login_test","TestLogin","","","Skipped test example","Skip Test example"
"broken","Tue Apr 02 01:15:11 GMT 2024","Tue Apr 02 01:15:11 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"skipped","Tue Apr 02 01:17:07 GMT 2024","Tue Apr 02 01:17:07 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page with ignored area",""
"broken","Tue Apr 02 01:12:22 GMT 2024","Tue Apr 02 01:12:22 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Tue Apr 02 01:13:07 GMT 2024","Tue Apr 02 01:13:18 GMT 2024","10293","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
