"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Get OTP code from email","tests","Fri Jun 06 01:53:04 GMT 2025","skipped","Fri Jun 06 01:53:04 GMT 2025","TestEmail","email_test","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri Jun 06 01:53:09 GMT 2025","broken","Fri Jun 06 01:53:09 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Verify email count in user inbox","tests","Fri Jun 06 01:53:04 GMT 2025","skipped","Fri Jun 06 01:53:04 GMT 2025","TestEmail","email_test","",""
"","0","test_c","tests","Fri Jun 06 01:53:04 GMT 2025","skipped","Fri Jun 06 01:53:04 GMT 2025","TestDependencyExample","dependency_test","",""
"Skip Test example","0","Skipped test example","tests","Fri Jun 06 01:53:43 GMT 2025","skipped","Fri Jun 06 01:53:43 GMT 2025","TestLogin","login_test","",""
"","0","Visual test of login page element","tests","Fri Jun 06 01:53:43 GMT 2025","skipped","Fri Jun 06 01:53:43 GMT 2025","TestVisual","visual_test","",""
"Forgot Password with invalid email address","0","Forgot Password with invalid email test","Custom parent suite","Fri Jun 06 01:53:17 GMT 2025","skipped","Fri Jun 06 01:53:17 GMT 2025","Custom sub suite","Custom suite","",""
"","0","Visual test of login page","tests","Fri Jun 06 01:53:43 GMT 2025","skipped","Fri Jun 06 01:53:43 GMT 2025","TestVisual","visual_test","",""
"","0","test_d","tests","Fri Jun 06 01:53:04 GMT 2025","skipped","Fri Jun 06 01:53:04 GMT 2025","TestDependencyExample","dependency_test","",""
"Forgot password with a valid email address","0","Forgot Password with valid email test","Custom parent suite","Fri Jun 06 01:53:04 GMT 2025","broken","Fri Jun 06 01:53:04 GMT 2025","Custom sub suite","Custom suite","",""
"","0","Visual test of login page with ignored area","tests","Fri Jun 06 01:53:43 GMT 2025","skipped","Fri Jun 06 01:53:43 GMT 2025","TestVisual","visual_test","",""
"invalid login","0","Login with invalid credentials test","","Fri Jun 06 01:53:52 GMT 2025","broken","Fri Jun 06 01:53:52 GMT 2025","","","",""
"Create new Workspace","0","Create new workspace test","tests","Fri Jun 06 01:53:00 GMT 2025","broken","Fri Jun 06 01:53:00 GMT 2025","TestWorkspaces","workspaces_test","",""
"valid login","0","Login with valid credentials test","tests","Fri Jun 06 01:53:35 GMT 2025","broken","Fri Jun 06 01:53:35 GMT 2025","TestLogin","login_test","",""
"Log out from app","0","Logout of system test","tests","Fri Jun 06 01:53:39 GMT 2025","broken","Fri Jun 06 01:53:39 GMT 2025","TestLogin","login_test","",""
"","0","Verify email content","tests","Fri Jun 06 01:53:04 GMT 2025","skipped","Fri Jun 06 01:53:04 GMT 2025","TestEmail","email_test","",""
"Exception catching","10064","Exception test","Custom parent suite","Fri Jun 06 01:53:19 GMT 2025","broken","Fri Jun 06 01:53:29 GMT 2025","Custom sub suite","Custom suite","",""
