"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Log out from app","10347","Logout of system test","tests","Sun Mar 09 01:22:57 GMT 2025","broken","Sun Mar 09 01:23:08 GMT 2025","TestLogin","login_test","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sun Mar 09 01:22:44 GMT 2025","broken","Sun Mar 09 01:22:44 GMT 2025","TestWorkspaces","workspaces_test","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sun Mar 09 01:22:59 GMT 2025","broken","Sun Mar 09 01:22:59 GMT 2025","TestWorkspaces","workspaces_test","",""
"valid login","10385","Login with valid credentials test","tests","Sun Mar 09 01:22:43 GMT 2025","broken","Sun Mar 09 01:22:53 GMT 2025","TestLogin","login_test","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sun Mar 09 01:23:59 GMT 2025","broken","Sun Mar 09 01:23:59 GMT 2025","TestWorkspaces","workspaces_test","",""
"Forgot Password with invalid email address","0","Forgot Password with invalid email test","Custom parent suite","Sun Mar 09 01:22:10 GMT 2025","skipped","Sun Mar 09 01:22:10 GMT 2025","Custom sub suite","Custom suite","",""
"Forgot password with a valid email address","10316","Forgot Password with valid email test","Custom parent suite","Sun Mar 09 01:21:58 GMT 2025","broken","Sun Mar 09 01:22:08 GMT 2025","Custom sub suite","Custom suite","",""
"","0","test_d","tests","Sun Mar 09 01:21:45 GMT 2025","skipped","Sun Mar 09 01:21:45 GMT 2025","TestDependencyExample","dependency_test","",""
"invalid login","10357","Login with invalid credentials test","tests","Sun Mar 09 01:22:32 GMT 2025","broken","Sun Mar 09 01:22:42 GMT 2025","TestLogin","login_test","",""
"","0","Verify email count in user inbox","tests","Sun Mar 09 01:21:45 GMT 2025","skipped","Sun Mar 09 01:21:45 GMT 2025","TestEmail","email_test","",""
"","0","Visual test of login page","tests","Sun Mar 09 01:23:10 GMT 2025","skipped","Sun Mar 09 01:23:10 GMT 2025","TestVisual","visual_test","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sun Mar 09 01:22:01 GMT 2025","broken","Sun Mar 09 01:22:01 GMT 2025","TestWorkspaces","workspaces_test","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sun Mar 09 01:23:13 GMT 2025","broken","Sun Mar 09 01:23:13 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","test_c","tests","Sun Mar 09 01:21:45 GMT 2025","skipped","Sun Mar 09 01:21:45 GMT 2025","TestDependencyExample","dependency_test","",""
"Search for a non existing project","0","Search for non existing project","tests","Sun Mar 09 01:23:43 GMT 2025","broken","Sun Mar 09 01:23:43 GMT 2025","TestWorkspaces","workspaces_test","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sun Mar 09 01:24:13 GMT 2025","broken","Sun Mar 09 01:24:13 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page element","tests","Sun Mar 09 01:23:10 GMT 2025","skipped","Sun Mar 09 01:23:10 GMT 2025","TestVisual","visual_test","",""
"invalid login","10329","Login with invalid credentials test","tests","Sun Mar 09 01:22:17 GMT 2025","broken","Sun Mar 09 01:22:28 GMT 2025","TestLogin","login_test","",""
"
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        ","0","test_e","tests","Sun Mar 09 01:24:29 GMT 2025","skipped","Sun Mar 09 01:24:29 GMT 2025","TestDependencyExample","dependency_class_test","",""
"","0","Verify population amounts","tests","Sun Mar 09 01:24:29 GMT 2025","skipped","Sun Mar 09 01:24:29 GMT 2025","TestDatabaseExample","db_test","",""
"Search for an existing project","0","Search for existing project test","tests","Sun Mar 09 01:23:28 GMT 2025","broken","Sun Mar 09 01:23:28 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Verify email content","tests","Sun Mar 09 01:21:45 GMT 2025","skipped","Sun Mar 09 01:21:45 GMT 2025","TestEmail","email_test","",""
"Skip Test example","0","Skipped test example","tests","Sun Mar 09 01:23:10 GMT 2025","skipped","Sun Mar 09 01:23:10 GMT 2025","TestLogin","login_test","",""
"","0","Visual test of login page with ignored area","tests","Sun Mar 09 01:23:10 GMT 2025","skipped","Sun Mar 09 01:23:10 GMT 2025","TestVisual","visual_test","",""
"Exception catching","10343","Exception test","Custom parent suite","Sun Mar 09 01:22:13 GMT 2025","broken","Sun Mar 09 01:22:23 GMT 2025","Custom sub suite","Custom suite","",""
"","0","test_a","tests","Sun Mar 09 01:24:29 GMT 2025","skipped","Sun Mar 09 01:24:29 GMT 2025","TestDependencyExample","dependency_test","",""
"","0","Get OTP code from email","tests","Sun Mar 09 01:21:45 GMT 2025","skipped","Sun Mar 09 01:21:45 GMT 2025","TestEmail","email_test","",""
"","0","test_b","tests","Sun Mar 09 01:24:29 GMT 2025","skipped","Sun Mar 09 01:24:29 GMT 2025","TestDependencyExample","dependency_test","",""
"Create new Workspace","0","Create new workspace test","tests","Sun Mar 09 01:21:35 GMT 2025","broken","Sun Mar 09 01:21:35 GMT 2025","TestWorkspaces","workspaces_test","",""
