"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Dec 27 01:12:34 GMT 2023","Wed Dec 27 01:12:44 GMT 2023","10252","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Wed Dec 27 01:11:52 GMT 2023","Wed Dec 27 01:11:52 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"skipped","Wed Dec 27 01:12:32 GMT 2023","Wed Dec 27 01:12:32 GMT 2023","0","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"skipped","Wed Dec 27 01:12:19 GMT 2023","Wed Dec 27 01:12:19 GMT 2023","0","tests","dependency_test","TestDependencyExample","","","test_b",""
"broken","Wed Dec 27 01:13:00 GMT 2023","Wed Dec 27 01:13:10 GMT 2023","10195","tests","login_test","TestLogin","","","Login with valid credentials test","valid login"
"skipped","Wed Dec 27 01:12:19 GMT 2023","Wed Dec 27 01:12:19 GMT 2023","0","tests","email_test","TestEmail","","","Verify email content",""
"skipped","Wed Dec 27 01:12:19 GMT 2023","Wed Dec 27 01:12:19 GMT 2023","0","tests","email_test","TestEmail","","","Verify email count in user inbox",""
"skipped","Wed Dec 27 01:13:25 GMT 2023","Wed Dec 27 01:13:25 GMT 2023","0","tests","visual_test","TestVisual","","","Visual test of login page with ignored area",""
"broken","Wed Dec 27 01:10:47 GMT 2023","Wed Dec 27 01:10:47 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"skipped","Wed Dec 27 01:12:19 GMT 2023","Wed Dec 27 01:12:19 GMT 2023","0","tests","dependency_class_test","TestDependencyExample","","","test_e","
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        "
"broken","Wed Dec 27 01:13:14 GMT 2023","Wed Dec 27 01:13:24 GMT 2023","10243","tests","login_test","TestLogin","","","Logout of system test","Log out from app"
"skipped","Wed Dec 27 01:13:25 GMT 2023","Wed Dec 27 01:13:25 GMT 2023","0","tests","visual_test","TestVisual","","","Visual test of login page",""
"broken","Wed Dec 27 01:10:07 GMT 2023","Wed Dec 27 01:10:07 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"skipped","Wed Dec 27 01:12:19 GMT 2023","Wed Dec 27 01:12:19 GMT 2023","0","tests","dependency_test","TestDependencyExample","","","test_a",""
"skipped","Wed Dec 27 01:13:25 GMT 2023","Wed Dec 27 01:13:25 GMT 2023","0","tests","visual_test","TestVisual","","","Visual test of login page element",""
"broken","Wed Dec 27 01:10:22 GMT 2023","Wed Dec 27 01:10:32 GMT 2023","10243","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"skipped","Wed Dec 27 01:12:19 GMT 2023","Wed Dec 27 01:12:19 GMT 2023","0","tests","dependency_test","TestDependencyExample","","","test_d",""
"broken","Wed Dec 27 01:12:06 GMT 2023","Wed Dec 27 01:12:06 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Wed Dec 27 01:09:53 GMT 2023","Wed Dec 27 01:09:53 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Wed Dec 27 01:11:13 GMT 2023","Wed Dec 27 01:11:13 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Wed Dec 27 01:11:00 GMT 2023","Wed Dec 27 01:11:00 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Wed Dec 27 01:12:21 GMT 2023","Wed Dec 27 01:12:31 GMT 2023","10228","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Wed Dec 27 01:11:39 GMT 2023","Wed Dec 27 01:11:39 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Wed Dec 27 01:10:35 GMT 2023","Wed Dec 27 01:10:45 GMT 2023","10239","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"skipped","Wed Dec 27 01:13:25 GMT 2023","Wed Dec 27 01:13:25 GMT 2023","0","tests","login_test","TestLogin","","","Skipped test example","Skip Test example"
"skipped","Wed Dec 27 01:12:19 GMT 2023","Wed Dec 27 01:12:19 GMT 2023","0","tests","dependency_test","TestDependencyExample","","","test_c",""
"broken","Wed Dec 27 01:11:26 GMT 2023","Wed Dec 27 01:11:26 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Search for existing project test","Search for an existing project"
