"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Apr 08 01:15:33 GMT 2024","Mon Apr 08 01:15:33 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page with ignored area",""
"skipped","Mon Apr 08 01:15:33 GMT 2024","Mon Apr 08 01:15:33 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page",""
"skipped","Mon Apr 08 01:15:33 GMT 2024","Mon Apr 08 01:15:33 GMT 2024","0","tests","login_test","TestLogin","","","Skipped test example","Skip Test example"
"broken","Mon Apr 08 01:13:55 GMT 2024","Mon Apr 08 01:13:55 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"skipped","Mon Apr 08 01:14:11 GMT 2024","Mon Apr 08 01:14:11 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_c",""
"skipped","Mon Apr 08 01:14:11 GMT 2024","Mon Apr 08 01:14:11 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_a",""
"broken","Mon Apr 08 01:11:26 GMT 2024","Mon Apr 08 01:11:26 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"skipped","Mon Apr 08 01:14:28 GMT 2024","Mon Apr 08 01:14:28 GMT 2024","0","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"skipped","Mon Apr 08 01:14:11 GMT 2024","Mon Apr 08 01:14:11 GMT 2024","0","tests","db_test","TestDatabaseExample","","","Verify population amounts",""
"broken","Mon Apr 08 01:10:52 GMT 2024","Mon Apr 08 01:10:52 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Mon Apr 08 01:13:21 GMT 2024","Mon Apr 08 01:13:21 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"skipped","Mon Apr 08 01:14:11 GMT 2024","Mon Apr 08 01:14:11 GMT 2024","0","tests","email_test","TestEmail","","","Verify email content",""
"broken","Mon Apr 08 01:13:05 GMT 2024","Mon Apr 08 01:13:05 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Mon Apr 08 01:15:02 GMT 2024","Mon Apr 08 01:15:12 GMT 2024","10276","tests","login_test","TestLogin","","","Login with valid credentials test","valid login"
"broken","Mon Apr 08 01:12:15 GMT 2024","Mon Apr 08 01:12:15 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Mon Apr 08 01:14:13 GMT 2024","Mon Apr 08 01:14:23 GMT 2024","10272","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"skipped","Mon Apr 08 01:15:33 GMT 2024","Mon Apr 08 01:15:33 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page element",""
"broken","Mon Apr 08 01:12:48 GMT 2024","Mon Apr 08 01:12:48 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Mon Apr 08 01:12:32 GMT 2024","Mon Apr 08 01:12:32 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"skipped","Mon Apr 08 01:14:11 GMT 2024","Mon Apr 08 01:14:11 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_b",""
"broken","Mon Apr 08 01:12:00 GMT 2024","Mon Apr 08 01:12:11 GMT 2024","10271","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"skipped","Mon Apr 08 01:14:11 GMT 2024","Mon Apr 08 01:14:11 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_d",""
"broken","Mon Apr 08 01:13:37 GMT 2024","Mon Apr 08 01:13:37 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"skipped","Mon Apr 08 01:14:11 GMT 2024","Mon Apr 08 01:14:11 GMT 2024","0","tests","email_test","TestEmail","","","Verify email count in user inbox",""
"broken","Mon Apr 08 01:11:44 GMT 2024","Mon Apr 08 01:11:54 GMT 2024","10291","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Mon Apr 08 01:14:29 GMT 2024","Mon Apr 08 01:14:39 GMT 2024","10267","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"skipped","Mon Apr 08 01:14:11 GMT 2024","Mon Apr 08 01:14:11 GMT 2024","0","tests","dependency_class_test","TestDependencyExample","","","test_e","
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        "
"broken","Mon Apr 08 01:15:19 GMT 2024","Mon Apr 08 01:15:29 GMT 2024","10272","tests","login_test","TestLogin","","","Logout of system test","Log out from app"
