"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Mon Nov 04 01:41:22 GMT 2024","broken","Mon Nov 04 01:41:22 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","Verify email content","tests","Mon Nov 04 01:39:47 GMT 2024","skipped","Mon Nov 04 01:39:47 GMT 2024","TestEmail","email_test","",""
"","0","Verify email count in user inbox","tests","Mon Nov 04 01:39:47 GMT 2024","skipped","Mon Nov 04 01:39:47 GMT 2024","TestEmail","email_test","",""
"Forgot Password with invalid email address","0","Forgot Password with invalid email test","Custom parent suite","Mon Nov 04 01:40:03 GMT 2024","skipped","Mon Nov 04 01:40:03 GMT 2024","Custom sub suite","Custom suite","",""
"","0","test_d","tests","Mon Nov 04 01:39:47 GMT 2024","skipped","Mon Nov 04 01:39:47 GMT 2024","TestDependencyExample","dependency_test","",""
"","0","test_c","tests","Mon Nov 04 01:39:47 GMT 2024","skipped","Mon Nov 04 01:39:47 GMT 2024","TestDependencyExample","dependency_test","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Mon Nov 04 01:42:23 GMT 2024","broken","Mon Nov 04 01:42:23 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page","tests","Mon Nov 04 01:41:06 GMT 2024","skipped","Mon Nov 04 01:41:06 GMT 2024","TestVisual","visual_test","",""
"invalid login","10115","Login with invalid credentials test","tests","Mon Nov 04 01:40:22 GMT 2024","broken","Mon Nov 04 01:40:32 GMT 2024","TestLogin","login_test","",""
"Skip Test example","0","Skipped test example","tests","Mon Nov 04 01:41:06 GMT 2024","skipped","Mon Nov 04 01:41:06 GMT 2024","TestLogin","login_test","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Mon Nov 04 01:41:07 GMT 2024","broken","Mon Nov 04 01:41:07 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page with ignored area","tests","Mon Nov 04 01:41:06 GMT 2024","skipped","Mon Nov 04 01:41:06 GMT 2024","TestVisual","visual_test","",""
"Log out from app","10022","Logout of system test","tests","Mon Nov 04 01:40:52 GMT 2024","broken","Mon Nov 04 01:41:02 GMT 2024","TestLogin","login_test","",""
"Create new Workspace","0","Create new workspace test","tests","Mon Nov 04 01:39:49 GMT 2024","broken","Mon Nov 04 01:39:49 GMT 2024","TestWorkspaces","workspaces_test","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Mon Nov 04 01:40:05 GMT 2024","broken","Mon Nov 04 01:40:05 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","test_b","tests","Mon Nov 04 01:39:47 GMT 2024","skipped","Mon Nov 04 01:39:47 GMT 2024","TestDependencyExample","dependency_test","",""
"Forgot password with a valid email address","10058","Forgot Password with valid email test","Custom parent suite","Mon Nov 04 01:39:49 GMT 2024","broken","Mon Nov 04 01:40:00 GMT 2024","Custom sub suite","Custom suite","",""
"Search for a non existing project","0","Search for non existing project","tests","Mon Nov 04 01:41:52 GMT 2024","broken","Mon Nov 04 01:41:52 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","test_a","tests","Mon Nov 04 01:42:38 GMT 2024","skipped","Mon Nov 04 01:42:38 GMT 2024","TestDependencyExample","dependency_test","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Mon Nov 04 01:40:52 GMT 2024","broken","Mon Nov 04 01:40:52 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","Verify population amounts","tests","Mon Nov 04 01:42:38 GMT 2024","skipped","Mon Nov 04 01:42:38 GMT 2024","TestDatabaseExample","db_test","",""
"Exception catching","10073","Exception test","Custom parent suite","Mon Nov 04 01:40:05 GMT 2024","broken","Mon Nov 04 01:40:15 GMT 2024","Custom sub suite","Custom suite","",""
"invalid login","10198","Login with invalid credentials test","tests","Mon Nov 04 01:40:38 GMT 2024","broken","Mon Nov 04 01:40:49 GMT 2024","TestLogin","login_test","",""
"","0","Visual test of login page element","tests","Mon Nov 04 01:41:06 GMT 2024","skipped","Mon Nov 04 01:41:06 GMT 2024","TestVisual","visual_test","",""
"Search for an existing project","0","Search for existing project test","tests","Mon Nov 04 01:41:37 GMT 2024","broken","Mon Nov 04 01:41:37 GMT 2024","TestWorkspaces","workspaces_test","",""
"
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        ","0","test_e","tests","Mon Nov 04 01:42:38 GMT 2024","skipped","Mon Nov 04 01:42:38 GMT 2024","TestDependencyExample","dependency_class_test","",""
"valid login","10143","Login with valid credentials test","tests","Mon Nov 04 01:40:37 GMT 2024","broken","Mon Nov 04 01:40:47 GMT 2024","TestLogin","login_test","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Mon Nov 04 01:42:08 GMT 2024","broken","Mon Nov 04 01:42:08 GMT 2024","TestWorkspaces","workspaces_test","",""
