"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"invalid login","10189","Login with invalid credentials test","tests","Thu Nov 21 01:41:36 GMT 2024","broken","Thu Nov 21 01:41:46 GMT 2024","TestLogin","login_test","",""
"","0","Verify email content","tests","Thu Nov 21 01:41:04 GMT 2024","skipped","Thu Nov 21 01:41:04 GMT 2024","TestEmail","email_test","",""
"Create new Workspace","0","Create new workspace test","tests","Thu Nov 21 01:40:58 GMT 2024","broken","Thu Nov 21 01:40:58 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page with ignored area","tests","Thu Nov 21 01:42:32 GMT 2024","skipped","Thu Nov 21 01:42:32 GMT 2024","TestVisual","visual_test","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Thu Nov 21 01:42:20 GMT 2024","broken","Thu Nov 21 01:42:20 GMT 2024","TestWorkspaces","workspaces_test","",""
"Skip Test example","0","Skipped test example","tests","Thu Nov 21 01:42:32 GMT 2024","skipped","Thu Nov 21 01:42:32 GMT 2024","TestLogin","login_test","",""
"Forgot Password with invalid email address","0","Forgot Password with invalid email test","Custom parent suite","Thu Nov 21 01:41:28 GMT 2024","skipped","Thu Nov 21 01:41:28 GMT 2024","Custom sub suite","Custom suite","",""
"Forgot password with a valid email address","10039","Forgot Password with valid email test","Custom parent suite","Thu Nov 21 01:41:15 GMT 2024","broken","Thu Nov 21 01:41:25 GMT 2024","Custom sub suite","Custom suite","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Thu Nov 21 01:43:39 GMT 2024","broken","Thu Nov 21 01:43:39 GMT 2024","TestWorkspaces","workspaces_test","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Thu Nov 21 01:41:17 GMT 2024","broken","Thu Nov 21 01:41:17 GMT 2024","TestWorkspaces","workspaces_test","",""
"invalid login","10230","Login with invalid credentials test","tests","Thu Nov 21 01:41:51 GMT 2024","broken","Thu Nov 21 01:42:02 GMT 2024","TestLogin","login_test","",""
"","0","test_d","tests","Thu Nov 21 01:41:04 GMT 2024","skipped","Thu Nov 21 01:41:04 GMT 2024","TestDependencyExample","dependency_test","",""
"","0","Visual test of login page element","tests","Thu Nov 21 01:42:32 GMT 2024","skipped","Thu Nov 21 01:42:32 GMT 2024","TestVisual","visual_test","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Thu Nov 21 01:42:36 GMT 2024","broken","Thu Nov 21 01:42:36 GMT 2024","TestWorkspaces","workspaces_test","",""
"
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        ","0","test_e","tests","Thu Nov 21 01:43:55 GMT 2024","skipped","Thu Nov 21 01:43:55 GMT 2024","TestDependencyExample","dependency_class_test","",""
"Search for an existing project","0","Search for existing project test","tests","Thu Nov 21 01:42:52 GMT 2024","broken","Thu Nov 21 01:42:52 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page","tests","Thu Nov 21 01:42:32 GMT 2024","skipped","Thu Nov 21 01:42:32 GMT 2024","TestVisual","visual_test","",""
"Log out from app","10142","Logout of system test","tests","Thu Nov 21 01:42:19 GMT 2024","broken","Thu Nov 21 01:42:29 GMT 2024","TestLogin","login_test","",""
"","0","Verify email count in user inbox","tests","Thu Nov 21 01:41:04 GMT 2024","skipped","Thu Nov 21 01:41:04 GMT 2024","TestEmail","email_test","",""
"","0","test_c","tests","Thu Nov 21 01:41:04 GMT 2024","skipped","Thu Nov 21 01:41:04 GMT 2024","TestDependencyExample","dependency_test","",""
"","0","Verify population amounts","tests","Thu Nov 21 01:43:55 GMT 2024","skipped","Thu Nov 21 01:43:55 GMT 2024","TestDatabaseExample","db_test","",""
"valid login","10201","Login with valid credentials test","tests","Thu Nov 21 01:42:03 GMT 2024","broken","Thu Nov 21 01:42:13 GMT 2024","TestLogin","login_test","",""
"Search for a non existing project","0","Search for non existing project","tests","Thu Nov 21 01:43:07 GMT 2024","broken","Thu Nov 21 01:43:07 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","test_b","tests","Thu Nov 21 01:41:04 GMT 2024","skipped","Thu Nov 21 01:41:04 GMT 2024","TestDependencyExample","dependency_test","",""
"","0","test_a","tests","Thu Nov 21 01:43:55 GMT 2024","skipped","Thu Nov 21 01:43:55 GMT 2024","TestDependencyExample","dependency_test","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Thu Nov 21 01:43:23 GMT 2024","broken","Thu Nov 21 01:43:23 GMT 2024","TestWorkspaces","workspaces_test","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Thu Nov 21 01:42:05 GMT 2024","broken","Thu Nov 21 01:42:05 GMT 2024","TestWorkspaces","workspaces_test","",""
"Exception catching","10235","Exception test","Custom parent suite","Thu Nov 21 01:41:30 GMT 2024","broken","Thu Nov 21 01:41:41 GMT 2024","Custom sub suite","Custom suite","",""
