"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Oct 26 01:31:07 GMT 2024","Sat Oct 26 01:31:07 GMT 2024","0","tests","dependency_class_test","TestDependencyExample","","","test_e","
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        "
"broken","Sat Oct 26 01:30:36 GMT 2024","Sat Oct 26 01:30:36 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Sat Oct 26 01:28:49 GMT 2024","Sat Oct 26 01:28:59 GMT 2024","10350","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sat Oct 26 01:27:38 GMT 2024","Sat Oct 26 01:27:49 GMT 2024","10394","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"skipped","Sat Oct 26 01:28:36 GMT 2024","Sat Oct 26 01:28:36 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page with ignored area",""
"skipped","Sat Oct 26 01:28:36 GMT 2024","Sat Oct 26 01:28:36 GMT 2024","0","tests","login_test","TestLogin","","","Skipped test example","Skip Test example"
"skipped","Sat Oct 26 01:27:36 GMT 2024","Sat Oct 26 01:27:36 GMT 2024","0","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Sat Oct 26 01:29:50 GMT 2024","Sat Oct 26 01:29:50 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Sat Oct 26 01:29:05 GMT 2024","Sat Oct 26 01:29:15 GMT 2024","10363","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"skipped","Sat Oct 26 01:27:21 GMT 2024","Sat Oct 26 01:27:21 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_d",""
"skipped","Sat Oct 26 01:28:36 GMT 2024","Sat Oct 26 01:28:36 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page element",""
"skipped","Sat Oct 26 01:27:21 GMT 2024","Sat Oct 26 01:27:21 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_c",""
"skipped","Sat Oct 26 01:28:36 GMT 2024","Sat Oct 26 01:28:36 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page",""
"skipped","Sat Oct 26 01:31:07 GMT 2024","Sat Oct 26 01:31:07 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_a",""
"broken","Sat Oct 26 01:28:32 GMT 2024","Sat Oct 26 01:28:32 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Sat Oct 26 01:27:24 GMT 2024","Sat Oct 26 01:27:34 GMT 2024","10438","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Sat Oct 26 01:30:21 GMT 2024","Sat Oct 26 01:30:21 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"skipped","Sat Oct 26 01:27:21 GMT 2024","Sat Oct 26 01:27:21 GMT 2024","0","tests","email_test","TestEmail","","","Verify email content",""
"broken","Sat Oct 26 01:28:23 GMT 2024","Sat Oct 26 01:28:34 GMT 2024","10507","tests","login_test","TestLogin","","","Logout of system test","Log out from app"
"broken","Sat Oct 26 01:30:51 GMT 2024","Sat Oct 26 01:30:51 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"skipped","Sat Oct 26 01:27:21 GMT 2024","Sat Oct 26 01:27:21 GMT 2024","0","tests","email_test","TestEmail","","","Verify email count in user inbox",""
"broken","Sat Oct 26 01:27:34 GMT 2024","Sat Oct 26 01:27:34 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Sat Oct 26 01:29:18 GMT 2024","Sat Oct 26 01:29:18 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"skipped","Sat Oct 26 01:27:21 GMT 2024","Sat Oct 26 01:27:21 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_b",""
"broken","Sat Oct 26 01:29:37 GMT 2024","Sat Oct 26 01:29:37 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"skipped","Sat Oct 26 01:31:07 GMT 2024","Sat Oct 26 01:31:07 GMT 2024","0","tests","db_test","TestDatabaseExample","","","Verify population amounts",""
"broken","Sat Oct 26 01:30:06 GMT 2024","Sat Oct 26 01:30:06 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Sat Oct 26 01:28:09 GMT 2024","Sat Oct 26 01:28:19 GMT 2024","10487","tests","login_test","TestLogin","","","Login with valid credentials test","valid login"
