"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_a","tests","Tue Nov 26 01:45:47 GMT 2024","skipped","Tue Nov 26 01:45:47 GMT 2024","TestDependencyExample","dependency_test","",""
"invalid login","10207","Login with invalid credentials test","tests","Tue Nov 26 01:43:26 GMT 2024","broken","Tue Nov 26 01:43:36 GMT 2024","TestLogin","login_test","",""
"","0","Visual test of login page","tests","Tue Nov 26 01:44:20 GMT 2024","skipped","Tue Nov 26 01:44:20 GMT 2024","TestVisual","visual_test","",""
"
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        ","0","test_e","tests","Tue Nov 26 01:45:47 GMT 2024","skipped","Tue Nov 26 01:45:47 GMT 2024","TestDependencyExample","dependency_class_test","",""
"Search for an existing project","0","Search for existing project test","tests","Tue Nov 26 01:44:44 GMT 2024","broken","Tue Nov 26 01:44:44 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","Verify email content","tests","Tue Nov 26 01:42:51 GMT 2024","skipped","Tue Nov 26 01:42:51 GMT 2024","TestEmail","email_test","",""
"Forgot password with a valid email address","10434","Forgot Password with valid email test","Custom parent suite","Tue Nov 26 01:43:06 GMT 2024","broken","Tue Nov 26 01:43:16 GMT 2024","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Tue Nov 26 01:42:51 GMT 2024","broken","Tue Nov 26 01:42:51 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page element","tests","Tue Nov 26 01:44:20 GMT 2024","skipped","Tue Nov 26 01:44:20 GMT 2024","TestVisual","visual_test","",""
"Skip Test example","0","Skipped test example","tests","Tue Nov 26 01:44:20 GMT 2024","skipped","Tue Nov 26 01:44:20 GMT 2024","TestLogin","login_test","",""
"","0","test_d","tests","Tue Nov 26 01:42:51 GMT 2024","skipped","Tue Nov 26 01:42:51 GMT 2024","TestDependencyExample","dependency_test","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Tue Nov 26 01:43:55 GMT 2024","broken","Tue Nov 26 01:43:55 GMT 2024","TestWorkspaces","workspaces_test","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Tue Nov 26 01:44:27 GMT 2024","broken","Tue Nov 26 01:44:27 GMT 2024","TestWorkspaces","workspaces_test","",""
"Log out from app","10017","Logout of system test","tests","Tue Nov 26 01:44:07 GMT 2024","broken","Tue Nov 26 01:44:17 GMT 2024","TestLogin","login_test","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Tue Nov 26 01:45:15 GMT 2024","broken","Tue Nov 26 01:45:15 GMT 2024","TestWorkspaces","workspaces_test","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Tue Nov 26 01:43:08 GMT 2024","broken","Tue Nov 26 01:43:08 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","test_b","tests","Tue Nov 26 01:42:51 GMT 2024","skipped","Tue Nov 26 01:42:51 GMT 2024","TestDependencyExample","dependency_test","",""
"Exception catching","10032","Exception test","Custom parent suite","Tue Nov 26 01:43:21 GMT 2024","broken","Tue Nov 26 01:43:31 GMT 2024","Custom sub suite","Custom suite","",""
"","0","Visual test of login page with ignored area","tests","Tue Nov 26 01:44:20 GMT 2024","skipped","Tue Nov 26 01:44:20 GMT 2024","TestVisual","visual_test","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Tue Nov 26 01:45:31 GMT 2024","broken","Tue Nov 26 01:45:31 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","Verify population amounts","tests","Tue Nov 26 01:45:47 GMT 2024","skipped","Tue Nov 26 01:45:47 GMT 2024","TestDatabaseExample","db_test","",""
"Search for a non existing project","0","Search for non existing project","tests","Tue Nov 26 01:44:59 GMT 2024","broken","Tue Nov 26 01:44:59 GMT 2024","TestWorkspaces","workspaces_test","",""
"Forgot Password with invalid email address","0","Forgot Password with invalid email test","Custom parent suite","Tue Nov 26 01:43:19 GMT 2024","skipped","Tue Nov 26 01:43:19 GMT 2024","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Tue Nov 26 01:44:11 GMT 2024","broken","Tue Nov 26 01:44:11 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","test_c","tests","Tue Nov 26 01:42:51 GMT 2024","skipped","Tue Nov 26 01:42:51 GMT 2024","TestDependencyExample","dependency_test","",""
"","0","Verify email count in user inbox","tests","Tue Nov 26 01:42:51 GMT 2024","skipped","Tue Nov 26 01:42:51 GMT 2024","TestEmail","email_test","",""
"valid login","10539","Login with valid credentials test","tests","Tue Nov 26 01:43:51 GMT 2024","broken","Tue Nov 26 01:44:02 GMT 2024","TestLogin","login_test","",""
"invalid login","10208","Login with invalid credentials test","tests","Tue Nov 26 01:43:42 GMT 2024","broken","Tue Nov 26 01:43:52 GMT 2024","TestLogin","login_test","",""
