"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Oct 14 01:07:40 GMT 2023","Sat Oct 14 01:07:51 GMT 2023","10140","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sat Oct 14 01:07:23 GMT 2023","Sat Oct 14 01:07:23 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Sat Oct 14 01:09:06 GMT 2023","Sat Oct 14 01:09:06 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"skipped","Sat Oct 14 01:11:23 GMT 2023","Sat Oct 14 01:11:23 GMT 2023","0","tests","visual_test","TestVisual","","","Visual test of login page with ignored area",""
"skipped","Sat Oct 14 01:11:23 GMT 2023","Sat Oct 14 01:11:23 GMT 2023","0","tests","visual_test","TestVisual","","","Visual test of login page element",""
"skipped","Sat Oct 14 01:11:23 GMT 2023","Sat Oct 14 01:11:23 GMT 2023","0","tests","visual_test","TestVisual","","","Visual test of login page",""
"broken","Sat Oct 14 01:09:37 GMT 2023","Sat Oct 14 01:09:37 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Sat Oct 14 01:08:37 GMT 2023","Sat Oct 14 01:08:37 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Sat Oct 14 01:10:24 GMT 2023","Sat Oct 14 01:10:34 GMT 2023","10034","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Sat Oct 14 01:08:08 GMT 2023","Sat Oct 14 01:08:08 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Sat Oct 14 01:07:55 GMT 2023","Sat Oct 14 01:08:05 GMT 2023","10106","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sat Oct 14 01:09:54 GMT 2023","Sat Oct 14 01:10:04 GMT 2023","10038","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Sat Oct 14 01:10:56 GMT 2023","Sat Oct 14 01:11:06 GMT 2023","10515","tests","login_test","TestLogin","","","Login with valid credentials test","valid login"
"broken","Sat Oct 14 01:10:08 GMT 2023","Sat Oct 14 01:10:19 GMT 2023","10073","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Sat Oct 14 01:11:11 GMT 2023","Sat Oct 14 01:11:21 GMT 2023","10101","tests","login_test","TestLogin","","","Logout of system test","Log out from app"
"broken","Sat Oct 14 01:07:05 GMT 2023","Sat Oct 14 01:07:05 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Sat Oct 14 01:08:22 GMT 2023","Sat Oct 14 01:08:22 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Sat Oct 14 01:09:20 GMT 2023","Sat Oct 14 01:09:20 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"skipped","Sat Oct 14 01:11:22 GMT 2023","Sat Oct 14 01:11:22 GMT 2023","0","tests","login_test","TestLogin","","","Skipped test example","Skip Test example"
"broken","Sat Oct 14 01:08:52 GMT 2023","Sat Oct 14 01:08:52 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Search for existing project test","Search for an existing project"
