"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_b","tests","Thu Nov 14 01:36:55 GMT 2024","skipped","Thu Nov 14 01:36:55 GMT 2024","TestDependencyExample","dependency_test","",""
"","0","test_d","tests","Thu Nov 14 01:36:55 GMT 2024","skipped","Thu Nov 14 01:36:55 GMT 2024","TestDependencyExample","dependency_test","",""
"","0","test_a","tests","Thu Nov 14 01:40:17 GMT 2024","skipped","Thu Nov 14 01:40:17 GMT 2024","TestDependencyExample","dependency_test","",""
"","0","Verify email content","tests","Thu Nov 14 01:36:55 GMT 2024","skipped","Thu Nov 14 01:36:55 GMT 2024","TestEmail","email_test","",""
"valid login","10126","Login with valid credentials test","tests","Thu Nov 14 01:38:00 GMT 2024","broken","Thu Nov 14 01:38:10 GMT 2024","TestLogin","login_test","",""
"","0","Verify population amounts","tests","Thu Nov 14 01:40:17 GMT 2024","skipped","Thu Nov 14 01:40:17 GMT 2024","TestDatabaseExample","db_test","",""
"Forgot Password with invalid email address","0","Forgot Password with invalid email test","Custom parent suite","Thu Nov 14 01:37:26 GMT 2024","skipped","Thu Nov 14 01:37:26 GMT 2024","Custom sub suite","Custom suite","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Thu Nov 14 01:39:46 GMT 2024","broken","Thu Nov 14 01:39:46 GMT 2024","TestWorkspaces","workspaces_test","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Thu Nov 14 01:38:28 GMT 2024","broken","Thu Nov 14 01:38:28 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","Verify email count in user inbox","tests","Thu Nov 14 01:36:55 GMT 2024","skipped","Thu Nov 14 01:36:55 GMT 2024","TestEmail","email_test","",""
"","0","Visual test of login page with ignored area","tests","Thu Nov 14 01:38:29 GMT 2024","skipped","Thu Nov 14 01:38:29 GMT 2024","TestVisual","visual_test","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Thu Nov 14 01:40:02 GMT 2024","broken","Thu Nov 14 01:40:02 GMT 2024","TestWorkspaces","workspaces_test","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Thu Nov 14 01:38:59 GMT 2024","broken","Thu Nov 14 01:38:59 GMT 2024","TestWorkspaces","workspaces_test","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Thu Nov 14 01:38:44 GMT 2024","broken","Thu Nov 14 01:38:44 GMT 2024","TestWorkspaces","workspaces_test","",""
"Skip Test example","0","Skipped test example","tests","Thu Nov 14 01:38:29 GMT 2024","skipped","Thu Nov 14 01:38:29 GMT 2024","TestLogin","login_test","",""
"
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        ","0","test_e","tests","Thu Nov 14 01:40:17 GMT 2024","skipped","Thu Nov 14 01:40:17 GMT 2024","TestDependencyExample","dependency_class_test","",""
"Log out from app","10104","Logout of system test","tests","Thu Nov 14 01:38:15 GMT 2024","broken","Thu Nov 14 01:38:25 GMT 2024","TestLogin","login_test","",""
"","0","Visual test of login page","tests","Thu Nov 14 01:38:29 GMT 2024","skipped","Thu Nov 14 01:38:29 GMT 2024","TestVisual","visual_test","",""
"Exception catching","10171","Exception test","Custom parent suite","Thu Nov 14 01:37:28 GMT 2024","broken","Thu Nov 14 01:37:38 GMT 2024","Custom sub suite","Custom suite","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Thu Nov 14 01:37:43 GMT 2024","broken","Thu Nov 14 01:37:43 GMT 2024","TestWorkspaces","workspaces_test","",""
"Create new Workspace","0","Create new workspace test","tests","Thu Nov 14 01:36:56 GMT 2024","broken","Thu Nov 14 01:36:56 GMT 2024","TestWorkspaces","workspaces_test","",""
"Search for an existing project","0","Search for existing project test","tests","Thu Nov 14 01:39:15 GMT 2024","broken","Thu Nov 14 01:39:15 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page element","tests","Thu Nov 14 01:38:29 GMT 2024","skipped","Thu Nov 14 01:38:29 GMT 2024","TestVisual","visual_test","",""
"Forgot password with a valid email address","10035","Forgot Password with valid email test","Custom parent suite","Thu Nov 14 01:37:13 GMT 2024","broken","Thu Nov 14 01:37:23 GMT 2024","Custom sub suite","Custom suite","",""
"Search for a non existing project","0","Search for non existing project","tests","Thu Nov 14 01:39:30 GMT 2024","broken","Thu Nov 14 01:39:30 GMT 2024","TestWorkspaces","workspaces_test","",""
"invalid login","10396","Login with invalid credentials test","tests","Thu Nov 14 01:38:15 GMT 2024","broken","Thu Nov 14 01:38:25 GMT 2024","TestLogin","login_test","",""
"","0","test_c","tests","Thu Nov 14 01:36:55 GMT 2024","skipped","Thu Nov 14 01:36:55 GMT 2024","TestDependencyExample","dependency_test","",""
"invalid login","10495","Login with invalid credentials test","tests","Thu Nov 14 01:38:00 GMT 2024","broken","Thu Nov 14 01:38:10 GMT 2024","TestLogin","login_test","",""
