"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Search for an existing project","0","Search for existing project test","tests","Wed Feb 12 01:38:24 GMT 2025","broken","Wed Feb 12 01:38:24 GMT 2025","TestWorkspaces","workspaces_test","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Wed Feb 12 01:37:37 GMT 2025","broken","Wed Feb 12 01:37:37 GMT 2025","TestWorkspaces","workspaces_test","",""
"Log out from app","10177","Logout of system test","tests","Wed Feb 12 01:37:38 GMT 2025","broken","Wed Feb 12 01:37:48 GMT 2025","TestLogin","login_test","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Wed Feb 12 01:38:56 GMT 2025","broken","Wed Feb 12 01:38:56 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Verify population amounts","tests","Wed Feb 12 01:39:27 GMT 2025","skipped","Wed Feb 12 01:39:27 GMT 2025","TestDatabaseExample","db_test","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Wed Feb 12 01:38:08 GMT 2025","broken","Wed Feb 12 01:38:08 GMT 2025","TestWorkspaces","workspaces_test","",""
"valid login","10176","Login with valid credentials test","tests","Wed Feb 12 01:37:22 GMT 2025","broken","Wed Feb 12 01:37:32 GMT 2025","TestLogin","login_test","",""
"Forgot Password with invalid email address","0","Forgot Password with invalid email test","Custom parent suite","Wed Feb 12 01:36:48 GMT 2025","skipped","Wed Feb 12 01:36:48 GMT 2025","Custom sub suite","Custom suite","",""
"
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        ","0","test_e","tests","Wed Feb 12 01:39:27 GMT 2025","skipped","Wed Feb 12 01:39:27 GMT 2025","TestDependencyExample","dependency_class_test","",""
"Forgot password with a valid email address","10130","Forgot Password with valid email test","Custom parent suite","Wed Feb 12 01:36:35 GMT 2025","broken","Wed Feb 12 01:36:45 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10187","Login with invalid credentials test","tests","Wed Feb 12 01:37:23 GMT 2025","broken","Wed Feb 12 01:37:33 GMT 2025","TestLogin","login_test","",""
"","0","Verify email content","tests","Wed Feb 12 01:36:31 GMT 2025","skipped","Wed Feb 12 01:36:31 GMT 2025","TestEmail","email_test","",""
"","0","Visual test of login page element","tests","Wed Feb 12 01:37:51 GMT 2025","skipped","Wed Feb 12 01:37:51 GMT 2025","TestVisual","visual_test","",""
"","0","test_b","tests","Wed Feb 12 01:36:31 GMT 2025","skipped","Wed Feb 12 01:36:31 GMT 2025","TestDependencyExample","dependency_test","",""
"","0","Visual test of login page","tests","Wed Feb 12 01:37:51 GMT 2025","skipped","Wed Feb 12 01:37:51 GMT 2025","TestVisual","visual_test","",""
"invalid login","10063","Login with invalid credentials test","tests","Wed Feb 12 01:37:07 GMT 2025","broken","Wed Feb 12 01:37:17 GMT 2025","TestLogin","login_test","",""
"","0","test_d","tests","Wed Feb 12 01:36:31 GMT 2025","skipped","Wed Feb 12 01:36:31 GMT 2025","TestDependencyExample","dependency_test","",""
"Create new Workspace","0","Create new workspace test","tests","Wed Feb 12 01:36:32 GMT 2025","broken","Wed Feb 12 01:36:32 GMT 2025","TestWorkspaces","workspaces_test","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Wed Feb 12 01:39:11 GMT 2025","broken","Wed Feb 12 01:39:11 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page with ignored area","tests","Wed Feb 12 01:37:51 GMT 2025","skipped","Wed Feb 12 01:37:51 GMT 2025","TestVisual","visual_test","",""
"Exception catching","10142","Exception test","Custom parent suite","Wed Feb 12 01:36:50 GMT 2025","broken","Wed Feb 12 01:37:00 GMT 2025","Custom sub suite","Custom suite","",""
"","0","test_c","tests","Wed Feb 12 01:36:31 GMT 2025","skipped","Wed Feb 12 01:36:31 GMT 2025","TestDependencyExample","dependency_test","",""
"","0","test_a","tests","Wed Feb 12 01:39:27 GMT 2025","skipped","Wed Feb 12 01:39:27 GMT 2025","TestDependencyExample","dependency_test","",""
"Search for a non existing project","0","Search for non existing project","tests","Wed Feb 12 01:38:40 GMT 2025","broken","Wed Feb 12 01:38:40 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Verify email count in user inbox","tests","Wed Feb 12 01:36:31 GMT 2025","skipped","Wed Feb 12 01:36:31 GMT 2025","TestEmail","email_test","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Wed Feb 12 01:36:49 GMT 2025","broken","Wed Feb 12 01:36:49 GMT 2025","TestWorkspaces","workspaces_test","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Wed Feb 12 01:37:53 GMT 2025","broken","Wed Feb 12 01:37:53 GMT 2025","TestWorkspaces","workspaces_test","",""
"Skip Test example","0","Skipped test example","tests","Wed Feb 12 01:37:51 GMT 2025","skipped","Wed Feb 12 01:37:51 GMT 2025","TestLogin","login_test","",""
