"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Nov 07 01:13:16 GMT 2023","Tue Nov 07 01:13:26 GMT 2023","10244","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Tue Nov 07 01:12:22 GMT 2023","Tue Nov 07 01:12:22 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Tue Nov 07 01:13:03 GMT 2023","Tue Nov 07 01:13:13 GMT 2023","10195","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Tue Nov 07 01:11:06 GMT 2023","Tue Nov 07 01:11:16 GMT 2023","10230","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Tue Nov 07 01:12:35 GMT 2023","Tue Nov 07 01:12:35 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"skipped","Tue Nov 07 01:14:19 GMT 2023","Tue Nov 07 01:14:19 GMT 2023","0","tests","visual_test","TestVisual","","","Visual test of login page element",""
"broken","Tue Nov 07 01:12:09 GMT 2023","Tue Nov 07 01:12:09 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Tue Nov 07 01:10:38 GMT 2023","Tue Nov 07 01:10:38 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Tue Nov 07 01:14:08 GMT 2023","Tue Nov 07 01:14:18 GMT 2023","10180","tests","login_test","TestLogin","","","Logout of system test","Log out from app"
"broken","Tue Nov 07 01:12:48 GMT 2023","Tue Nov 07 01:12:48 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Tue Nov 07 01:13:29 GMT 2023","Tue Nov 07 01:13:39 GMT 2023","10243","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"skipped","Tue Nov 07 01:14:19 GMT 2023","Tue Nov 07 01:14:19 GMT 2023","0","tests","login_test","TestLogin","","","Skipped test example","Skip Test example"
"skipped","Tue Nov 07 01:14:19 GMT 2023","Tue Nov 07 01:14:19 GMT 2023","0","tests","visual_test","TestVisual","","","Visual test of login page",""
"broken","Tue Nov 07 01:11:30 GMT 2023","Tue Nov 07 01:11:30 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Tue Nov 07 01:11:19 GMT 2023","Tue Nov 07 01:11:29 GMT 2023","10178","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Tue Nov 07 01:11:56 GMT 2023","Tue Nov 07 01:11:56 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Tue Nov 07 01:13:55 GMT 2023","Tue Nov 07 01:14:05 GMT 2023","10179","tests","login_test","TestLogin","","","Login with valid credentials test","valid login"
"broken","Tue Nov 07 01:10:51 GMT 2023","Tue Nov 07 01:10:51 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Tue Nov 07 01:11:43 GMT 2023","Tue Nov 07 01:11:43 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"skipped","Tue Nov 07 01:14:19 GMT 2023","Tue Nov 07 01:14:19 GMT 2023","0","tests","visual_test","TestVisual","","","Visual test of login page with ignored area",""
