"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Visual test of login page","tests","Tue Feb 04 01:36:47 GMT 2025","skipped","Tue Feb 04 01:36:47 GMT 2025","TestVisual","visual_test","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Tue Feb 04 01:37:13 GMT 2025","broken","Tue Feb 04 01:37:13 GMT 2025","TestWorkspaces","workspaces_test","",""
"Forgot password with a valid email address","10064","Forgot Password with valid email test","Custom parent suite","Tue Feb 04 01:35:29 GMT 2025","broken","Tue Feb 04 01:35:39 GMT 2025","Custom sub suite","Custom suite","",""
"","0","test_a","tests","Tue Feb 04 01:38:34 GMT 2025","skipped","Tue Feb 04 01:38:34 GMT 2025","TestDependencyExample","dependency_test","",""
"Log out from app","10061","Logout of system test","tests","Tue Feb 04 01:36:34 GMT 2025","broken","Tue Feb 04 01:36:44 GMT 2025","TestLogin","login_test","",""
"valid login","10162","Login with valid credentials test","tests","Tue Feb 04 01:36:17 GMT 2025","broken","Tue Feb 04 01:36:27 GMT 2025","TestLogin","login_test","",""
"
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        ","0","test_e","tests","Tue Feb 04 01:38:34 GMT 2025","skipped","Tue Feb 04 01:38:34 GMT 2025","TestDependencyExample","dependency_class_test","",""
"Search for a non existing project","0","Search for non existing project","tests","Tue Feb 04 01:37:45 GMT 2025","broken","Tue Feb 04 01:37:45 GMT 2025","TestWorkspaces","workspaces_test","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Tue Feb 04 01:38:17 GMT 2025","broken","Tue Feb 04 01:38:17 GMT 2025","TestWorkspaces","workspaces_test","",""
"Skip Test example","0","Skipped test example","tests","Tue Feb 04 01:36:47 GMT 2025","skipped","Tue Feb 04 01:36:47 GMT 2025","TestLogin","login_test","",""
"","0","Verify email content","tests","Tue Feb 04 01:35:26 GMT 2025","skipped","Tue Feb 04 01:35:26 GMT 2025","TestEmail","email_test","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Tue Feb 04 01:38:01 GMT 2025","broken","Tue Feb 04 01:38:01 GMT 2025","TestWorkspaces","workspaces_test","",""
"invalid login","10101","Login with invalid credentials test","tests","Tue Feb 04 01:36:27 GMT 2025","broken","Tue Feb 04 01:36:38 GMT 2025","TestLogin","login_test","",""
"","0","Visual test of login page with ignored area","tests","Tue Feb 04 01:36:47 GMT 2025","skipped","Tue Feb 04 01:36:47 GMT 2025","TestVisual","visual_test","",""
"","0","test_b","tests","Tue Feb 04 01:35:26 GMT 2025","skipped","Tue Feb 04 01:35:26 GMT 2025","TestDependencyExample","dependency_test","",""
"Search for an existing project","0","Search for existing project test","tests","Tue Feb 04 01:37:29 GMT 2025","broken","Tue Feb 04 01:37:29 GMT 2025","TestWorkspaces","workspaces_test","",""
"invalid login","10090","Login with invalid credentials test","tests","Tue Feb 04 01:36:11 GMT 2025","broken","Tue Feb 04 01:36:21 GMT 2025","TestLogin","login_test","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Tue Feb 04 01:35:53 GMT 2025","broken","Tue Feb 04 01:35:53 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Verify email count in user inbox","tests","Tue Feb 04 01:35:26 GMT 2025","skipped","Tue Feb 04 01:35:26 GMT 2025","TestEmail","email_test","",""
"","0","Visual test of login page element","tests","Tue Feb 04 01:36:47 GMT 2025","skipped","Tue Feb 04 01:36:47 GMT 2025","TestVisual","visual_test","",""
"","0","test_c","tests","Tue Feb 04 01:35:26 GMT 2025","skipped","Tue Feb 04 01:35:26 GMT 2025","TestDependencyExample","dependency_test","",""
"Exception catching","10300","Exception test","Custom parent suite","Tue Feb 04 01:35:45 GMT 2025","broken","Tue Feb 04 01:35:56 GMT 2025","Custom sub suite","Custom suite","",""
"","0","test_d","tests","Tue Feb 04 01:35:26 GMT 2025","skipped","Tue Feb 04 01:35:26 GMT 2025","TestDependencyExample","dependency_test","",""
"Create new Workspace","0","Create new workspace test","tests","Tue Feb 04 01:35:34 GMT 2025","broken","Tue Feb 04 01:35:34 GMT 2025","TestWorkspaces","workspaces_test","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Tue Feb 04 01:36:41 GMT 2025","broken","Tue Feb 04 01:36:41 GMT 2025","TestWorkspaces","workspaces_test","",""
"Forgot Password with invalid email address","0","Forgot Password with invalid email test","Custom parent suite","Tue Feb 04 01:35:43 GMT 2025","skipped","Tue Feb 04 01:35:43 GMT 2025","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Tue Feb 04 01:36:57 GMT 2025","broken","Tue Feb 04 01:36:57 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Verify population amounts","tests","Tue Feb 04 01:38:34 GMT 2025","skipped","Tue Feb 04 01:38:34 GMT 2025","TestDatabaseExample","db_test","",""
