"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri May 10 01:17:28 GMT 2024","Fri May 10 01:17:28 GMT 2024","0","tests","login_test","TestLogin","","","Skipped test example","Skip Test example"
"broken","Fri May 10 01:13:17 GMT 2024","Fri May 10 01:13:17 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Fri May 10 01:16:56 GMT 2024","Fri May 10 01:17:07 GMT 2024","10335","tests","login_test","TestLogin","","","Login with valid credentials test","valid login"
"skipped","Fri May 10 01:17:28 GMT 2024","Fri May 10 01:17:28 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page element",""
"broken","Fri May 10 01:14:08 GMT 2024","Fri May 10 01:14:08 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Fri May 10 01:15:34 GMT 2024","Fri May 10 01:15:34 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Fri May 10 01:16:24 GMT 2024","Fri May 10 01:16:34 GMT 2024","10324","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Fri May 10 01:14:25 GMT 2024","Fri May 10 01:14:25 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"skipped","Fri May 10 01:16:06 GMT 2024","Fri May 10 01:16:06 GMT 2024","0","tests","db_test","TestDatabaseExample","","","Verify population amounts",""
"skipped","Fri May 10 01:16:06 GMT 2024","Fri May 10 01:16:06 GMT 2024","0","tests","email_test","TestEmail","","","Verify email content",""
"skipped","Fri May 10 01:16:06 GMT 2024","Fri May 10 01:16:06 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_b",""
"skipped","Fri May 10 01:17:28 GMT 2024","Fri May 10 01:17:28 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page",""
"broken","Fri May 10 01:15:50 GMT 2024","Fri May 10 01:15:50 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Fri May 10 01:14:59 GMT 2024","Fri May 10 01:14:59 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Fri May 10 01:14:41 GMT 2024","Fri May 10 01:14:41 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"skipped","Fri May 10 01:16:06 GMT 2024","Fri May 10 01:16:06 GMT 2024","0","tests","dependency_class_test","TestDependencyExample","","","test_e","
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        "
"broken","Fri May 10 01:13:53 GMT 2024","Fri May 10 01:14:04 GMT 2024","10328","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"skipped","Fri May 10 01:16:06 GMT 2024","Fri May 10 01:16:06 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_c",""
"skipped","Fri May 10 01:17:28 GMT 2024","Fri May 10 01:17:28 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page with ignored area",""
"broken","Fri May 10 01:17:13 GMT 2024","Fri May 10 01:17:23 GMT 2024","10330","tests","login_test","TestLogin","","","Logout of system test","Log out from app"
"broken","Fri May 10 01:13:36 GMT 2024","Fri May 10 01:13:46 GMT 2024","10334","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"skipped","Fri May 10 01:16:06 GMT 2024","Fri May 10 01:16:06 GMT 2024","0","tests","email_test","TestEmail","","","Verify email count in user inbox",""
"skipped","Fri May 10 01:16:22 GMT 2024","Fri May 10 01:16:22 GMT 2024","0","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Fri May 10 01:12:59 GMT 2024","Fri May 10 01:12:59 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Fri May 10 01:16:07 GMT 2024","Fri May 10 01:16:17 GMT 2024","10317","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Fri May 10 01:15:16 GMT 2024","Fri May 10 01:15:16 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"skipped","Fri May 10 01:16:06 GMT 2024","Fri May 10 01:16:06 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_a",""
"skipped","Fri May 10 01:16:06 GMT 2024","Fri May 10 01:16:06 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_d",""
