"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Delete an existing workspace","0","Delete existing workspace","tests","Tue Jan 28 01:28:33 GMT 2025","broken","Tue Jan 28 01:28:33 GMT 2025","TestWorkspaces","workspaces_test","",""
"Search for a non existing project","0","Search for non existing project","tests","Tue Jan 28 01:29:36 GMT 2025","broken","Tue Jan 28 01:29:36 GMT 2025","TestWorkspaces","workspaces_test","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Tue Jan 28 01:27:46 GMT 2025","broken","Tue Jan 28 01:27:46 GMT 2025","TestWorkspaces","workspaces_test","",""
"invalid login","10103","Login with invalid credentials test","tests","Tue Jan 28 01:28:04 GMT 2025","broken","Tue Jan 28 01:28:14 GMT 2025","TestLogin","login_test","",""
"","0","test_b","tests","Tue Jan 28 01:27:11 GMT 2025","skipped","Tue Jan 28 01:27:11 GMT 2025","TestDependencyExample","dependency_test","",""
"","0","test_c","tests","Tue Jan 28 01:27:11 GMT 2025","skipped","Tue Jan 28 01:27:11 GMT 2025","TestDependencyExample","dependency_test","",""
"","0","Verify population amounts","tests","Tue Jan 28 01:30:24 GMT 2025","skipped","Tue Jan 28 01:30:24 GMT 2025","TestDatabaseExample","db_test","",""
"","0","Visual test of login page element","tests","Tue Jan 28 01:28:33 GMT 2025","skipped","Tue Jan 28 01:28:33 GMT 2025","TestVisual","visual_test","",""
"Forgot password with a valid email address","10122","Forgot Password with valid email test","Custom parent suite","Tue Jan 28 01:27:16 GMT 2025","broken","Tue Jan 28 01:27:26 GMT 2025","Custom sub suite","Custom suite","",""
"","0","Visual test of login page","tests","Tue Jan 28 01:28:33 GMT 2025","skipped","Tue Jan 28 01:28:33 GMT 2025","TestVisual","visual_test","",""
"","0","test_d","tests","Tue Jan 28 01:27:11 GMT 2025","skipped","Tue Jan 28 01:27:11 GMT 2025","TestDependencyExample","dependency_test","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Tue Jan 28 01:29:52 GMT 2025","broken","Tue Jan 28 01:29:52 GMT 2025","TestWorkspaces","workspaces_test","",""
"invalid login","10171","Login with invalid credentials test","tests","Tue Jan 28 01:28:20 GMT 2025","broken","Tue Jan 28 01:28:30 GMT 2025","TestLogin","login_test","",""
"Forgot Password with invalid email address","0","Forgot Password with invalid email test","Custom parent suite","Tue Jan 28 01:27:30 GMT 2025","skipped","Tue Jan 28 01:27:30 GMT 2025","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Tue Jan 28 01:27:18 GMT 2025","broken","Tue Jan 28 01:27:18 GMT 2025","TestWorkspaces","workspaces_test","",""
"Log out from app","10120","Logout of system test","tests","Tue Jan 28 01:28:20 GMT 2025","broken","Tue Jan 28 01:28:30 GMT 2025","TestLogin","login_test","",""
"Search for an existing project","0","Search for existing project test","tests","Tue Jan 28 01:29:21 GMT 2025","broken","Tue Jan 28 01:29:21 GMT 2025","TestWorkspaces","workspaces_test","",""
"valid login","10074","Login with valid credentials test","tests","Tue Jan 28 01:28:04 GMT 2025","broken","Tue Jan 28 01:28:14 GMT 2025","TestLogin","login_test","",""
"","0","Visual test of login page with ignored area","tests","Tue Jan 28 01:28:33 GMT 2025","skipped","Tue Jan 28 01:28:33 GMT 2025","TestVisual","visual_test","",""
"Exception catching","10128","Exception test","Custom parent suite","Tue Jan 28 01:27:32 GMT 2025","broken","Tue Jan 28 01:27:43 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Tue Jan 28 01:28:33 GMT 2025","skipped","Tue Jan 28 01:28:33 GMT 2025","TestLogin","login_test","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Tue Jan 28 01:28:49 GMT 2025","broken","Tue Jan 28 01:28:49 GMT 2025","TestWorkspaces","workspaces_test","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Tue Jan 28 01:30:09 GMT 2025","broken","Tue Jan 28 01:30:09 GMT 2025","TestWorkspaces","workspaces_test","",""
"
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        ","0","test_e","tests","Tue Jan 28 01:30:24 GMT 2025","skipped","Tue Jan 28 01:30:24 GMT 2025","TestDependencyExample","dependency_class_test","",""
"","0","test_a","tests","Tue Jan 28 01:30:24 GMT 2025","skipped","Tue Jan 28 01:30:24 GMT 2025","TestDependencyExample","dependency_test","",""
"","0","Verify email content","tests","Tue Jan 28 01:27:11 GMT 2025","skipped","Tue Jan 28 01:27:11 GMT 2025","TestEmail","email_test","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Tue Jan 28 01:29:05 GMT 2025","broken","Tue Jan 28 01:29:05 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Verify email count in user inbox","tests","Tue Jan 28 01:27:11 GMT 2025","skipped","Tue Jan 28 01:27:11 GMT 2025","TestEmail","email_test","",""
