"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Visual test of login page","tests","Sat Dec 28 01:36:14 GMT 2024","skipped","Sat Dec 28 01:36:14 GMT 2024","TestVisual","visual_test","",""
"Forgot password with a valid email address","10129","Forgot Password with valid email test","Custom parent suite","Sat Dec 28 01:34:59 GMT 2024","broken","Sat Dec 28 01:35:09 GMT 2024","Custom sub suite","Custom suite","",""
"","0","test_a","tests","Sat Dec 28 01:38:06 GMT 2024","skipped","Sat Dec 28 01:38:06 GMT 2024","TestDependencyExample","dependency_test","",""
"","0","Verify population amounts","tests","Sat Dec 28 01:38:06 GMT 2024","skipped","Sat Dec 28 01:38:06 GMT 2024","TestDatabaseExample","db_test","",""
"invalid login","10156","Login with invalid credentials test","tests","Sat Dec 28 01:35:47 GMT 2024","broken","Sat Dec 28 01:35:58 GMT 2024","TestLogin","login_test","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sat Dec 28 01:36:16 GMT 2024","broken","Sat Dec 28 01:36:16 GMT 2024","TestWorkspaces","workspaces_test","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sat Dec 28 01:37:51 GMT 2024","broken","Sat Dec 28 01:37:51 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","test_c","tests","Sat Dec 28 01:34:56 GMT 2024","skipped","Sat Dec 28 01:34:56 GMT 2024","TestDependencyExample","dependency_test","",""
"Exception catching","10255","Exception test","Custom parent suite","Sat Dec 28 01:35:15 GMT 2024","broken","Sat Dec 28 01:35:25 GMT 2024","Custom sub suite","Custom suite","",""
"invalid login","10168","Login with invalid credentials test","tests","Sat Dec 28 01:36:03 GMT 2024","broken","Sat Dec 28 01:36:13 GMT 2024","TestLogin","login_test","",""
"Search for an existing project","0","Search for existing project test","tests","Sat Dec 28 01:37:02 GMT 2024","broken","Sat Dec 28 01:37:02 GMT 2024","TestWorkspaces","workspaces_test","",""
"Skip Test example","0","Skipped test example","tests","Sat Dec 28 01:36:14 GMT 2024","skipped","Sat Dec 28 01:36:14 GMT 2024","TestLogin","login_test","",""
"","0","test_b","tests","Sat Dec 28 01:34:56 GMT 2024","skipped","Sat Dec 28 01:34:56 GMT 2024","TestDependencyExample","dependency_test","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sat Dec 28 01:37:34 GMT 2024","broken","Sat Dec 28 01:37:34 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page element","tests","Sat Dec 28 01:36:14 GMT 2024","skipped","Sat Dec 28 01:36:14 GMT 2024","TestVisual","visual_test","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sat Dec 28 01:35:29 GMT 2024","broken","Sat Dec 28 01:35:29 GMT 2024","TestWorkspaces","workspaces_test","",""
"Log out from app","10139","Logout of system test","tests","Sat Dec 28 01:36:01 GMT 2024","broken","Sat Dec 28 01:36:11 GMT 2024","TestLogin","login_test","",""
"Create new Workspace","0","Create new workspace test","tests","Sat Dec 28 01:35:03 GMT 2024","broken","Sat Dec 28 01:35:03 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","Verify email count in user inbox","tests","Sat Dec 28 01:34:56 GMT 2024","skipped","Sat Dec 28 01:34:56 GMT 2024","TestEmail","email_test","",""
"valid login","10260","Login with valid credentials test","tests","Sat Dec 28 01:35:46 GMT 2024","broken","Sat Dec 28 01:35:56 GMT 2024","TestLogin","login_test","",""
"
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        ","0","test_e","tests","Sat Dec 28 01:38:06 GMT 2024","skipped","Sat Dec 28 01:38:06 GMT 2024","TestDependencyExample","dependency_class_test","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sat Dec 28 01:36:32 GMT 2024","broken","Sat Dec 28 01:36:32 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page with ignored area","tests","Sat Dec 28 01:36:14 GMT 2024","skipped","Sat Dec 28 01:36:14 GMT 2024","TestVisual","visual_test","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sat Dec 28 01:36:47 GMT 2024","broken","Sat Dec 28 01:36:47 GMT 2024","TestWorkspaces","workspaces_test","",""
"","0","test_d","tests","Sat Dec 28 01:34:56 GMT 2024","skipped","Sat Dec 28 01:34:56 GMT 2024","TestDependencyExample","dependency_test","",""
"","0","Verify email content","tests","Sat Dec 28 01:34:56 GMT 2024","skipped","Sat Dec 28 01:34:56 GMT 2024","TestEmail","email_test","",""
"Search for a non existing project","0","Search for non existing project","tests","Sat Dec 28 01:37:19 GMT 2024","broken","Sat Dec 28 01:37:19 GMT 2024","TestWorkspaces","workspaces_test","",""
"Forgot Password with invalid email address","0","Forgot Password with invalid email test","Custom parent suite","Sat Dec 28 01:35:12 GMT 2024","skipped","Sat Dec 28 01:35:12 GMT 2024","Custom sub suite","Custom suite","",""
