"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"invalid login","0","Login with invalid credentials test","tests","Sat Oct 11 01:39:44 GMT 2025","broken","Sat Oct 11 01:39:44 GMT 2025","TestLogin","login_test","",""
"Forgot password with a valid email address","0","Forgot Password with valid email test","Custom parent suite","Sat Oct 11 01:39:22 GMT 2025","broken","Sat Oct 11 01:39:22 GMT 2025","Custom sub suite","Custom suite","",""
"","0","Visual test of login page element","tests","Sat Oct 11 01:40:23 GMT 2025","skipped","Sat Oct 11 01:40:23 GMT 2025","TestVisual","visual_test","",""
"","0","Visual test of login page","tests","Sat Oct 11 01:40:23 GMT 2025","skipped","Sat Oct 11 01:40:23 GMT 2025","TestVisual","visual_test","",""
"Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

This test case is designed for demonstration purposes only.
","0","test_e","tests","Sat Oct 11 01:40:52 GMT 2025","skipped","Sat Oct 11 01:40:52 GMT 2025","TestDependencyExample","dependency_class_test","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Sat Oct 11 01:40:27 GMT 2025","broken","Sat Oct 11 01:40:27 GMT 2025","TestWorkspaces","workspaces_test","",""
"valid login","0","Login with valid credentials test","tests","Sat Oct 11 01:40:12 GMT 2025","broken","Sat Oct 11 01:40:12 GMT 2025","TestLogin","login_test","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Sat Oct 11 01:40:11 GMT 2025","broken","Sat Oct 11 01:40:11 GMT 2025","TestWorkspaces","workspaces_test","",""
"Skip Test example","0","Skipped test example","tests","Sat Oct 11 01:40:23 GMT 2025","skipped","Sat Oct 11 01:40:23 GMT 2025","TestLogin","login_test","",""
"","0","Verify population amounts","tests","Sat Oct 11 01:40:52 GMT 2025","skipped","Sat Oct 11 01:40:52 GMT 2025","TestDatabaseExample","db_test","",""
"","0","Verify email content","tests","Sat Oct 11 01:39:22 GMT 2025","skipped","Sat Oct 11 01:39:22 GMT 2025","TestEmail","email_test","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Sat Oct 11 01:39:38 GMT 2025","broken","Sat Oct 11 01:39:38 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Verify email count in user inbox","tests","Sat Oct 11 01:39:22 GMT 2025","skipped","Sat Oct 11 01:39:22 GMT 2025","TestEmail","email_test","",""
"Search for a non existing project","0","Search for non existing project","tests","Sat Oct 11 01:40:37 GMT 2025","broken","Sat Oct 11 01:40:37 GMT 2025","TestWorkspaces","workspaces_test","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Sat Oct 11 01:40:42 GMT 2025","broken","Sat Oct 11 01:40:42 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","test_a","tests","Sat Oct 11 01:40:52 GMT 2025","skipped","Sat Oct 11 01:40:52 GMT 2025","TestDependencyExample","dependency_test","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Sat Oct 11 01:39:55 GMT 2025","broken","Sat Oct 11 01:39:55 GMT 2025","TestWorkspaces","workspaces_test","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Sat Oct 11 01:40:47 GMT 2025","broken","Sat Oct 11 01:40:47 GMT 2025","TestWorkspaces","workspaces_test","",""
"Log out from app","0","Logout of system test","tests","Sat Oct 11 01:40:18 GMT 2025","broken","Sat Oct 11 01:40:18 GMT 2025","TestLogin","login_test","",""
"","0","Get OTP code from email","tests","Sat Oct 11 01:39:22 GMT 2025","skipped","Sat Oct 11 01:39:22 GMT 2025","TestEmail","email_test","",""
"","0","test_c","tests","Sat Oct 11 01:39:22 GMT 2025","skipped","Sat Oct 11 01:39:22 GMT 2025","TestDependencyExample","dependency_test","",""
"","0","test_d","tests","Sat Oct 11 01:39:22 GMT 2025","skipped","Sat Oct 11 01:39:22 GMT 2025","TestDependencyExample","dependency_test","",""
"Forgot Password with invalid email address","0","Forgot Password with invalid email test","Custom parent suite","Sat Oct 11 01:39:52 GMT 2025","skipped","Sat Oct 11 01:39:52 GMT 2025","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Sat Oct 11 01:39:23 GMT 2025","broken","Sat Oct 11 01:39:23 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","test_b","tests","Sat Oct 11 01:40:52 GMT 2025","skipped","Sat Oct 11 01:40:52 GMT 2025","TestDependencyExample","dependency_test","",""
"invalid login","0","Login with invalid credentials test","tests","Sat Oct 11 01:39:50 GMT 2025","broken","Sat Oct 11 01:39:50 GMT 2025","TestLogin","login_test","",""
"Exception catching","10361","Exception test","Custom parent suite","Sat Oct 11 01:39:55 GMT 2025","broken","Sat Oct 11 01:40:05 GMT 2025","Custom sub suite","Custom suite","",""
"","0","Visual test of login page with ignored area","tests","Sat Oct 11 01:40:23 GMT 2025","skipped","Sat Oct 11 01:40:23 GMT 2025","TestVisual","visual_test","",""
"Search for an existing project","0","Search for existing project test","tests","Sat Oct 11 01:40:31 GMT 2025","broken","Sat Oct 11 01:40:31 GMT 2025","TestWorkspaces","workspaces_test","",""
