"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jan 14 01:19:54 GMT 2024","Sun Jan 14 01:19:54 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Sun Jan 14 01:21:00 GMT 2024","Sun Jan 14 01:21:00 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Sun Jan 14 01:20:27 GMT 2024","Sun Jan 14 01:20:27 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Sun Jan 14 01:19:40 GMT 2024","Sun Jan 14 01:19:50 GMT 2024","10278","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sun Jan 14 01:21:16 GMT 2024","Sun Jan 14 01:21:16 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Sun Jan 14 01:21:33 GMT 2024","Sun Jan 14 01:21:33 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Sun Jan 14 01:22:55 GMT 2024","Sun Jan 14 01:23:05 GMT 2024","10287","tests","login_test","TestLogin","","","Logout of system test","Log out from app"
"broken","Sun Jan 14 01:19:05 GMT 2024","Sun Jan 14 01:19:05 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"skipped","Sun Jan 14 01:23:09 GMT 2024","Sun Jan 14 01:23:09 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page",""
"broken","Sun Jan 14 01:20:10 GMT 2024","Sun Jan 14 01:20:10 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Sun Jan 14 01:22:06 GMT 2024","Sun Jan 14 01:22:16 GMT 2024","10030","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"skipped","Sun Jan 14 01:21:49 GMT 2024","Sun Jan 14 01:21:49 GMT 2024","0","tests","email_test","TestEmail","","","Verify email content",""
"skipped","Sun Jan 14 01:21:49 GMT 2024","Sun Jan 14 01:21:49 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_a",""
"broken","Sun Jan 14 01:18:48 GMT 2024","Sun Jan 14 01:18:48 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Sun Jan 14 01:21:51 GMT 2024","Sun Jan 14 01:22:01 GMT 2024","10292","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"skipped","Sun Jan 14 01:23:09 GMT 2024","Sun Jan 14 01:23:09 GMT 2024","0","tests","login_test","TestLogin","","","Skipped test example","Skip Test example"
"skipped","Sun Jan 14 01:21:49 GMT 2024","Sun Jan 14 01:21:49 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_d",""
"skipped","Sun Jan 14 01:21:49 GMT 2024","Sun Jan 14 01:21:49 GMT 2024","0","tests","dependency_class_test","TestDependencyExample","","","test_e","
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        "
"skipped","Sun Jan 14 01:23:09 GMT 2024","Sun Jan 14 01:23:09 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page element",""
"skipped","Sun Jan 14 01:21:49 GMT 2024","Sun Jan 14 01:21:49 GMT 2024","0","tests","email_test","TestEmail","","","Verify email count in user inbox",""
"skipped","Sun Jan 14 01:23:09 GMT 2024","Sun Jan 14 01:23:09 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page with ignored area",""
"broken","Sun Jan 14 01:22:39 GMT 2024","Sun Jan 14 01:22:49 GMT 2024","10292","tests","login_test","TestLogin","","","Login with valid credentials test","valid login"
"skipped","Sun Jan 14 01:21:49 GMT 2024","Sun Jan 14 01:21:49 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_b",""
"broken","Sun Jan 14 01:20:44 GMT 2024","Sun Jan 14 01:20:44 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Sun Jan 14 01:19:23 GMT 2024","Sun Jan 14 01:19:33 GMT 2024","10311","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"skipped","Sun Jan 14 01:21:49 GMT 2024","Sun Jan 14 01:21:49 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_c",""
"skipped","Sun Jan 14 01:22:05 GMT 2024","Sun Jan 14 01:22:05 GMT 2024","0","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
