"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Oct 01 01:20:51 GMT 2023","Sun Oct 01 01:21:01 GMT 2023","10349","tests","login_test","TestLogin","","","Logout of system test","Log out from app"
"broken","Sun Oct 01 01:18:07 GMT 2023","Sun Oct 01 01:18:07 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"skipped","Sun Oct 01 01:21:02 GMT 2023","Sun Oct 01 01:21:02 GMT 2023","0","tests","login_test","TestLogin","","","Skipped test example","Skip Test example"
"skipped","Sun Oct 01 01:21:02 GMT 2023","Sun Oct 01 01:21:02 GMT 2023","0","tests","visual_test","TestVisual","","","Visual test of login page element",""
"broken","Sun Oct 01 01:17:26 GMT 2023","Sun Oct 01 01:17:26 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Sun Oct 01 01:19:57 GMT 2023","Sun Oct 01 01:20:08 GMT 2023","10380","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Sun Oct 01 01:19:01 GMT 2023","Sun Oct 01 01:19:01 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Sun Oct 01 01:19:14 GMT 2023","Sun Oct 01 01:19:14 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Sun Oct 01 01:18:47 GMT 2023","Sun Oct 01 01:18:47 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Sun Oct 01 01:17:04 GMT 2023","Sun Oct 01 01:17:04 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Sun Oct 01 01:19:43 GMT 2023","Sun Oct 01 01:19:54 GMT 2023","10369","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Sun Oct 01 01:17:42 GMT 2023","Sun Oct 01 01:17:52 GMT 2023","10361","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sun Oct 01 01:17:56 GMT 2023","Sun Oct 01 01:18:06 GMT 2023","10374","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sun Oct 01 01:18:34 GMT 2023","Sun Oct 01 01:18:34 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Sun Oct 01 01:19:28 GMT 2023","Sun Oct 01 01:19:28 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Sun Oct 01 01:20:38 GMT 2023","Sun Oct 01 01:20:48 GMT 2023","10380","tests","login_test","TestLogin","","","Login with valid credentials test","valid login"
"broken","Sun Oct 01 01:20:11 GMT 2023","Sun Oct 01 01:20:21 GMT 2023","10369","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"skipped","Sun Oct 01 01:21:02 GMT 2023","Sun Oct 01 01:21:02 GMT 2023","0","tests","visual_test","TestVisual","","","Visual test of login page",""
"broken","Sun Oct 01 01:18:20 GMT 2023","Sun Oct 01 01:18:20 GMT 2023","0","tests","workspaces_test","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"skipped","Sun Oct 01 01:21:02 GMT 2023","Sun Oct 01 01:21:02 GMT 2023","0","tests","visual_test","TestVisual","","","Visual test of login page with ignored area",""
