"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Skip Test example","0","Skipped test example","tests","Mon Sep 08 01:49:19 GMT 2025","skipped","Mon Sep 08 01:49:19 GMT 2025","TestLogin","login_test","",""
"Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

This test case is designed for demonstration purposes only.
","0","test_e","tests","Mon Sep 08 01:50:02 GMT 2025","skipped","Mon Sep 08 01:50:02 GMT 2025","TestDependencyExample","dependency_class_test","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Mon Sep 08 01:49:56 GMT 2025","broken","Mon Sep 08 01:49:56 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page element","tests","Mon Sep 08 01:49:19 GMT 2025","skipped","Mon Sep 08 01:49:19 GMT 2025","TestVisual","visual_test","",""
"","0","Verify email content","tests","Mon Sep 08 01:48:34 GMT 2025","skipped","Mon Sep 08 01:48:34 GMT 2025","TestEmail","email_test","",""
"invalid login","0","Login with invalid credentials test","tests","Mon Sep 08 01:48:54 GMT 2025","broken","Mon Sep 08 01:48:54 GMT 2025","TestLogin","login_test","",""
"","0","test_c","tests","Mon Sep 08 01:48:34 GMT 2025","skipped","Mon Sep 08 01:48:34 GMT 2025","TestDependencyExample","dependency_test","",""
"Search for a non existing project","0","Search for non existing project","tests","Mon Sep 08 01:49:47 GMT 2025","broken","Mon Sep 08 01:49:47 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page with ignored area","tests","Mon Sep 08 01:49:19 GMT 2025","skipped","Mon Sep 08 01:49:19 GMT 2025","TestVisual","visual_test","",""
"Forgot Password with invalid email address","0","Forgot Password with invalid email test","Custom parent suite","Mon Sep 08 01:48:48 GMT 2025","skipped","Mon Sep 08 01:48:48 GMT 2025","Custom sub suite","Custom suite","",""
"Create new Workspace","0","Create new workspace test","tests","Mon Sep 08 01:48:35 GMT 2025","broken","Mon Sep 08 01:48:35 GMT 2025","TestWorkspaces","workspaces_test","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Mon Sep 08 01:49:22 GMT 2025","broken","Mon Sep 08 01:49:22 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page","tests","Mon Sep 08 01:49:19 GMT 2025","skipped","Mon Sep 08 01:49:19 GMT 2025","TestVisual","visual_test","",""
"","0","test_a","tests","Mon Sep 08 01:50:02 GMT 2025","skipped","Mon Sep 08 01:50:02 GMT 2025","TestDependencyExample","dependency_test","",""
"valid login","0","Login with valid credentials test","tests","Mon Sep 08 01:49:09 GMT 2025","broken","Mon Sep 08 01:49:09 GMT 2025","TestLogin","login_test","",""
"Search for an existing project","0","Search for existing project test","tests","Mon Sep 08 01:49:42 GMT 2025","broken","Mon Sep 08 01:49:42 GMT 2025","TestWorkspaces","workspaces_test","",""
"Exception catching","10345","Exception test","Custom parent suite","Mon Sep 08 01:48:50 GMT 2025","broken","Mon Sep 08 01:49:01 GMT 2025","Custom sub suite","Custom suite","",""
"Log out from app","0","Logout of system test","tests","Mon Sep 08 01:49:14 GMT 2025","broken","Mon Sep 08 01:49:14 GMT 2025","TestLogin","login_test","",""
"Forgot password with a valid email address","0","Forgot Password with valid email test","Custom parent suite","Mon Sep 08 01:48:34 GMT 2025","broken","Mon Sep 08 01:48:34 GMT 2025","Custom sub suite","Custom suite","",""
"","0","Get OTP code from email","tests","Mon Sep 08 01:48:34 GMT 2025","skipped","Mon Sep 08 01:48:34 GMT 2025","TestEmail","email_test","",""
"","0","test_d","tests","Mon Sep 08 01:48:34 GMT 2025","skipped","Mon Sep 08 01:48:34 GMT 2025","TestDependencyExample","dependency_test","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Mon Sep 08 01:48:49 GMT 2025","broken","Mon Sep 08 01:48:49 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","test_b","tests","Mon Sep 08 01:50:02 GMT 2025","skipped","Mon Sep 08 01:50:02 GMT 2025","TestDependencyExample","dependency_test","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Mon Sep 08 01:49:37 GMT 2025","broken","Mon Sep 08 01:49:37 GMT 2025","TestWorkspaces","workspaces_test","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Mon Sep 08 01:49:52 GMT 2025","broken","Mon Sep 08 01:49:52 GMT 2025","TestWorkspaces","workspaces_test","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Mon Sep 08 01:49:06 GMT 2025","broken","Mon Sep 08 01:49:06 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Verify email count in user inbox","tests","Mon Sep 08 01:48:34 GMT 2025","skipped","Mon Sep 08 01:48:34 GMT 2025","TestEmail","email_test","",""
"","0","Verify population amounts","tests","Mon Sep 08 01:50:02 GMT 2025","skipped","Mon Sep 08 01:50:02 GMT 2025","TestDatabaseExample","db_test","",""
"invalid login","0","Login with invalid credentials test","tests","Mon Sep 08 01:48:59 GMT 2025","broken","Mon Sep 08 01:48:59 GMT 2025","TestLogin","login_test","",""
