"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Search for a non existing project","0","Search for non existing project","tests","Wed Jan 22 01:39:12 GMT 2025","broken","Wed Jan 22 01:39:12 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","test_b","tests","Wed Jan 22 01:36:58 GMT 2025","skipped","Wed Jan 22 01:36:58 GMT 2025","TestDependencyExample","dependency_test","",""
"
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        ","0","test_e","tests","Wed Jan 22 01:40:01 GMT 2025","skipped","Wed Jan 22 01:40:01 GMT 2025","TestDependencyExample","dependency_class_test","",""
"Forgot Password with invalid email address","0","Forgot Password with invalid email test","Custom parent suite","Wed Jan 22 01:37:15 GMT 2025","skipped","Wed Jan 22 01:37:15 GMT 2025","Custom sub suite","Custom suite","",""
"","0","test_d","tests","Wed Jan 22 01:36:58 GMT 2025","skipped","Wed Jan 22 01:36:58 GMT 2025","TestDependencyExample","dependency_test","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Wed Jan 22 01:37:18 GMT 2025","broken","Wed Jan 22 01:37:18 GMT 2025","TestWorkspaces","workspaces_test","",""
"invalid login","10147","Login with invalid credentials test","tests","Wed Jan 22 01:37:37 GMT 2025","broken","Wed Jan 22 01:37:47 GMT 2025","TestLogin","login_test","",""
"","0","Visual test of login page","tests","Wed Jan 22 01:38:20 GMT 2025","skipped","Wed Jan 22 01:38:20 GMT 2025","TestVisual","visual_test","",""
"valid login","10151","Login with valid credentials test","tests","Wed Jan 22 01:37:51 GMT 2025","broken","Wed Jan 22 01:38:01 GMT 2025","TestLogin","login_test","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Wed Jan 22 01:38:40 GMT 2025","broken","Wed Jan 22 01:38:40 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Verify population amounts","tests","Wed Jan 22 01:40:01 GMT 2025","skipped","Wed Jan 22 01:40:01 GMT 2025","TestDatabaseExample","db_test","",""
"","0","test_c","tests","Wed Jan 22 01:36:58 GMT 2025","skipped","Wed Jan 22 01:36:58 GMT 2025","TestDependencyExample","dependency_test","",""
"Forgot password with a valid email address","10115","Forgot Password with valid email test","Custom parent suite","Wed Jan 22 01:37:02 GMT 2025","broken","Wed Jan 22 01:37:12 GMT 2025","Custom sub suite","Custom suite","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Wed Jan 22 01:38:23 GMT 2025","broken","Wed Jan 22 01:38:23 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page element","tests","Wed Jan 22 01:38:20 GMT 2025","skipped","Wed Jan 22 01:38:20 GMT 2025","TestVisual","visual_test","",""
"invalid login","10159","Login with invalid credentials test","tests","Wed Jan 22 01:37:53 GMT 2025","broken","Wed Jan 22 01:38:03 GMT 2025","TestLogin","login_test","",""
"Search for an existing project","0","Search for existing project test","tests","Wed Jan 22 01:38:56 GMT 2025","broken","Wed Jan 22 01:38:56 GMT 2025","TestWorkspaces","workspaces_test","",""
"Log out from app","10160","Logout of system test","tests","Wed Jan 22 01:38:06 GMT 2025","broken","Wed Jan 22 01:38:17 GMT 2025","TestLogin","login_test","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Wed Jan 22 01:38:06 GMT 2025","broken","Wed Jan 22 01:38:06 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Verify email content","tests","Wed Jan 22 01:36:58 GMT 2025","skipped","Wed Jan 22 01:36:58 GMT 2025","TestEmail","email_test","",""
"","0","test_a","tests","Wed Jan 22 01:40:01 GMT 2025","skipped","Wed Jan 22 01:40:01 GMT 2025","TestDependencyExample","dependency_test","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Wed Jan 22 01:39:28 GMT 2025","broken","Wed Jan 22 01:39:28 GMT 2025","TestWorkspaces","workspaces_test","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Wed Jan 22 01:39:45 GMT 2025","broken","Wed Jan 22 01:39:45 GMT 2025","TestWorkspaces","workspaces_test","",""
"Create new Workspace","0","Create new workspace test","tests","Wed Jan 22 01:36:59 GMT 2025","broken","Wed Jan 22 01:36:59 GMT 2025","TestWorkspaces","workspaces_test","",""
"Skip Test example","0","Skipped test example","tests","Wed Jan 22 01:38:20 GMT 2025","skipped","Wed Jan 22 01:38:20 GMT 2025","TestLogin","login_test","",""
"Exception catching","10110","Exception test","Custom parent suite","Wed Jan 22 01:37:17 GMT 2025","broken","Wed Jan 22 01:37:27 GMT 2025","Custom sub suite","Custom suite","",""
"","0","Verify email count in user inbox","tests","Wed Jan 22 01:36:58 GMT 2025","skipped","Wed Jan 22 01:36:58 GMT 2025","TestEmail","email_test","",""
"","0","Visual test of login page with ignored area","tests","Wed Jan 22 01:38:20 GMT 2025","skipped","Wed Jan 22 01:38:20 GMT 2025","TestVisual","visual_test","",""
