"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Cancel project deletion","0","Cancel a project deletion","tests","Mon Jan 27 01:39:28 GMT 2025","broken","Mon Jan 27 01:39:28 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Verify email count in user inbox","tests","Mon Jan 27 01:36:51 GMT 2025","skipped","Mon Jan 27 01:36:51 GMT 2025","TestEmail","email_test","",""
"Search for an existing project","0","Search for existing project test","tests","Mon Jan 27 01:38:56 GMT 2025","broken","Mon Jan 27 01:38:56 GMT 2025","TestWorkspaces","workspaces_test","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Mon Jan 27 01:38:08 GMT 2025","broken","Mon Jan 27 01:38:08 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","test_b","tests","Mon Jan 27 01:36:51 GMT 2025","skipped","Mon Jan 27 01:36:51 GMT 2025","TestDependencyExample","dependency_test","",""
"Exception catching","10368","Exception test","Custom parent suite","Mon Jan 27 01:37:24 GMT 2025","broken","Mon Jan 27 01:37:34 GMT 2025","Custom sub suite","Custom suite","",""
"Skip Test example","0","Skipped test example","tests","Mon Jan 27 01:38:27 GMT 2025","skipped","Mon Jan 27 01:38:27 GMT 2025","TestLogin","login_test","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Mon Jan 27 01:37:19 GMT 2025","broken","Mon Jan 27 01:37:19 GMT 2025","TestWorkspaces","workspaces_test","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Mon Jan 27 01:38:24 GMT 2025","broken","Mon Jan 27 01:38:24 GMT 2025","TestWorkspaces","workspaces_test","",""
"Search for a non existing project","0","Search for non existing project","tests","Mon Jan 27 01:39:12 GMT 2025","broken","Mon Jan 27 01:39:12 GMT 2025","TestWorkspaces","workspaces_test","",""
"Create new Workspace","0","Create new workspace test","tests","Mon Jan 27 01:36:42 GMT 2025","broken","Mon Jan 27 01:36:42 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Verify population amounts","tests","Mon Jan 27 01:40:00 GMT 2025","skipped","Mon Jan 27 01:40:00 GMT 2025","TestDatabaseExample","db_test","",""
"valid login","10056","Login with valid credentials test","tests","Mon Jan 27 01:37:56 GMT 2025","broken","Mon Jan 27 01:38:06 GMT 2025","TestLogin","login_test","",""
"Forgot password with a valid email address","10205","Forgot Password with valid email test","Custom parent suite","Mon Jan 27 01:37:07 GMT 2025","broken","Mon Jan 27 01:37:17 GMT 2025","Custom sub suite","Custom suite","",""
"invalid login","10143","Login with invalid credentials test","tests","Mon Jan 27 01:37:54 GMT 2025","broken","Mon Jan 27 01:38:04 GMT 2025","TestLogin","login_test","",""
"","0","Visual test of login page with ignored area","tests","Mon Jan 27 01:38:27 GMT 2025","skipped","Mon Jan 27 01:38:27 GMT 2025","TestVisual","visual_test","",""
"","0","test_a","tests","Mon Jan 27 01:40:00 GMT 2025","skipped","Mon Jan 27 01:40:00 GMT 2025","TestDependencyExample","dependency_test","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Mon Jan 27 01:38:40 GMT 2025","broken","Mon Jan 27 01:38:40 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Visual test of login page","tests","Mon Jan 27 01:38:27 GMT 2025","skipped","Mon Jan 27 01:38:27 GMT 2025","TestVisual","visual_test","",""
"Log out from app","10128","Logout of system test","tests","Mon Jan 27 01:38:13 GMT 2025","broken","Mon Jan 27 01:38:23 GMT 2025","TestLogin","login_test","",""
"","0","test_c","tests","Mon Jan 27 01:36:51 GMT 2025","skipped","Mon Jan 27 01:36:51 GMT 2025","TestDependencyExample","dependency_test","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Mon Jan 27 01:39:44 GMT 2025","broken","Mon Jan 27 01:39:44 GMT 2025","TestWorkspaces","workspaces_test","",""
"
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        ","0","test_e","tests","Mon Jan 27 01:40:00 GMT 2025","skipped","Mon Jan 27 01:40:00 GMT 2025","TestDependencyExample","dependency_class_test","",""
"","0","Visual test of login page element","tests","Mon Jan 27 01:38:27 GMT 2025","skipped","Mon Jan 27 01:38:27 GMT 2025","TestVisual","visual_test","",""
"invalid login","10235","Login with invalid credentials test","tests","Mon Jan 27 01:37:38 GMT 2025","broken","Mon Jan 27 01:37:48 GMT 2025","TestLogin","login_test","",""
"","0","test_d","tests","Mon Jan 27 01:36:51 GMT 2025","skipped","Mon Jan 27 01:36:51 GMT 2025","TestDependencyExample","dependency_test","",""
"Forgot Password with invalid email address","0","Forgot Password with invalid email test","Custom parent suite","Mon Jan 27 01:37:21 GMT 2025","skipped","Mon Jan 27 01:37:21 GMT 2025","Custom sub suite","Custom suite","",""
"","0","Verify email content","tests","Mon Jan 27 01:36:51 GMT 2025","skipped","Mon Jan 27 01:36:51 GMT 2025","TestEmail","email_test","",""
