"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 25 01:09:46 GMT 2023","Fri Aug 25 01:09:46 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Fri Aug 25 01:11:35 GMT 2023","Fri Aug 25 01:11:46 GMT 2023","10383","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Fri Aug 25 01:10:40 GMT 2023","Fri Aug 25 01:10:40 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Fri Aug 25 01:11:54 GMT 2023","Fri Aug 25 01:12:04 GMT 2023","10418","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Fri Aug 25 01:10:57 GMT 2023","Fri Aug 25 01:10:57 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Fri Aug 25 01:07:45 GMT 2023","Fri Aug 25 01:07:56 GMT 2023","10340","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Fri Aug 25 01:12:11 GMT 2023","Fri Aug 25 01:12:22 GMT 2023","10413","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Fri Aug 25 01:10:21 GMT 2023","Fri Aug 25 01:10:21 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Fri Aug 25 01:10:04 GMT 2023","Fri Aug 25 01:10:04 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Fri Aug 25 01:08:00 GMT 2023","Fri Aug 25 01:08:00 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Fri Aug 25 01:09:29 GMT 2023","Fri Aug 25 01:09:29 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"skipped","Fri Aug 25 01:12:27 GMT 2023","Fri Aug 25 01:12:27 GMT 2023","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Fri Aug 25 01:11:15 GMT 2023","Fri Aug 25 01:11:15 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Fri Aug 25 01:08:37 GMT 2023","Fri Aug 25 01:08:37 GMT 2023","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Fri Aug 25 01:08:21 GMT 2023","Fri Aug 25 01:08:32 GMT 2023","10370","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Fri Aug 25 01:09:15 GMT 2023","Fri Aug 25 01:09:25 GMT 2023","10421","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Fri Aug 25 01:08:57 GMT 2023","Fri Aug 25 01:09:07 GMT 2023","10394","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
