"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_c","tests","Fri Apr 11 01:46:01 GMT 2025","skipped","Fri Apr 11 01:46:01 GMT 2025","TestDependencyExample","dependency_test","",""
"Skip Test example","0","Skipped test example","tests","Fri Apr 11 01:47:22 GMT 2025","skipped","Fri Apr 11 01:47:22 GMT 2025","TestLogin","login_test","",""
"Search for an existing project","0","Search for existing project test","tests","Fri Apr 11 01:47:39 GMT 2025","broken","Fri Apr 11 01:47:39 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","test_d","tests","Fri Apr 11 01:46:01 GMT 2025","skipped","Fri Apr 11 01:46:01 GMT 2025","TestDependencyExample","dependency_test","",""
"","0","test_a","tests","Fri Apr 11 01:48:37 GMT 2025","skipped","Fri Apr 11 01:48:37 GMT 2025","TestDependencyExample","dependency_test","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri Apr 11 01:47:10 GMT 2025","broken","Fri Apr 11 01:47:10 GMT 2025","TestWorkspaces","workspaces_test","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri Apr 11 01:46:13 GMT 2025","broken","Fri Apr 11 01:46:13 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Verify email count in user inbox","tests","Fri Apr 11 01:46:01 GMT 2025","skipped","Fri Apr 11 01:46:01 GMT 2025","TestEmail","email_test","",""
"Log out from app","10483","Logout of system test","tests","Fri Apr 11 01:47:10 GMT 2025","broken","Fri Apr 11 01:47:20 GMT 2025","TestLogin","login_test","",""
"Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

This test case is designed for demonstration purposes only.
","0","test_e","tests","Fri Apr 11 01:48:37 GMT 2025","skipped","Fri Apr 11 01:48:37 GMT 2025","TestDependencyExample","dependency_class_test","",""
"Exception catching","10487","Exception test","Custom parent suite","Fri Apr 11 01:46:27 GMT 2025","broken","Fri Apr 11 01:46:37 GMT 2025","Custom sub suite","Custom suite","",""
"","0","Visual test of login page","tests","Fri Apr 11 01:47:22 GMT 2025","skipped","Fri Apr 11 01:47:22 GMT 2025","TestVisual","visual_test","",""
"invalid login","10004","Login with invalid credentials test","tests","Fri Apr 11 01:46:45 GMT 2025","broken","Fri Apr 11 01:46:55 GMT 2025","TestLogin","login_test","",""
"","0","Verify population amounts","tests","Fri Apr 11 01:48:37 GMT 2025","skipped","Fri Apr 11 01:48:37 GMT 2025","TestDatabaseExample","db_test","",""
"Forgot password with a valid email address","10425","Forgot Password with valid email test","Custom parent suite","Fri Apr 11 01:46:12 GMT 2025","broken","Fri Apr 11 01:46:23 GMT 2025","Custom sub suite","Custom suite","",""
"Forgot Password with invalid email address","0","Forgot Password with invalid email test","Custom parent suite","Fri Apr 11 01:46:24 GMT 2025","skipped","Fri Apr 11 01:46:24 GMT 2025","Custom sub suite","Custom suite","",""
"Search for a non existing project","0","Search for non existing project","tests","Fri Apr 11 01:47:53 GMT 2025","broken","Fri Apr 11 01:47:53 GMT 2025","TestWorkspaces","workspaces_test","",""
"valid login","10492","Login with valid credentials test","tests","Fri Apr 11 01:46:56 GMT 2025","broken","Fri Apr 11 01:47:06 GMT 2025","TestLogin","login_test","",""
"","0","Visual test of login page element","tests","Fri Apr 11 01:47:22 GMT 2025","skipped","Fri Apr 11 01:47:22 GMT 2025","TestVisual","visual_test","",""
"","0","Verify email content","tests","Fri Apr 11 01:46:01 GMT 2025","skipped","Fri Apr 11 01:46:01 GMT 2025","TestEmail","email_test","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Fri Apr 11 01:46:56 GMT 2025","broken","Fri Apr 11 01:46:56 GMT 2025","TestWorkspaces","workspaces_test","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Fri Apr 11 01:48:07 GMT 2025","broken","Fri Apr 11 01:48:07 GMT 2025","TestWorkspaces","workspaces_test","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri Apr 11 01:48:22 GMT 2025","broken","Fri Apr 11 01:48:22 GMT 2025","TestWorkspaces","workspaces_test","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri Apr 11 01:47:24 GMT 2025","broken","Fri Apr 11 01:47:24 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","Get OTP code from email","tests","Fri Apr 11 01:46:01 GMT 2025","skipped","Fri Apr 11 01:46:01 GMT 2025","TestEmail","email_test","",""
"","0","Visual test of login page with ignored area","tests","Fri Apr 11 01:47:22 GMT 2025","skipped","Fri Apr 11 01:47:22 GMT 2025","TestVisual","visual_test","",""
"","0","test_b","tests","Fri Apr 11 01:48:37 GMT 2025","skipped","Fri Apr 11 01:48:37 GMT 2025","TestDependencyExample","dependency_test","",""
"Create new Workspace","0","Create new workspace test","tests","Fri Apr 11 01:45:55 GMT 2025","broken","Fri Apr 11 01:45:55 GMT 2025","TestWorkspaces","workspaces_test","",""
"invalid login","10021","Login with invalid credentials test","tests","Fri Apr 11 01:46:30 GMT 2025","broken","Fri Apr 11 01:46:40 GMT 2025","TestLogin","login_test","",""
