"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Jul 29 01:25:16 GMT 2024","Mon Jul 29 01:25:16 GMT 2024","0","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"skipped","Mon Jul 29 01:25:01 GMT 2024","Mon Jul 29 01:25:01 GMT 2024","0","tests","email_test","TestEmail","","","Verify email content",""
"skipped","Mon Jul 29 01:25:01 GMT 2024","Mon Jul 29 01:25:01 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_b",""
"broken","Mon Jul 29 01:22:26 GMT 2024","Mon Jul 29 01:22:26 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Mon Jul 29 01:23:27 GMT 2024","Mon Jul 29 01:23:27 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"skipped","Mon Jul 29 01:25:01 GMT 2024","Mon Jul 29 01:25:01 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_d",""
"skipped","Mon Jul 29 01:25:01 GMT 2024","Mon Jul 29 01:25:01 GMT 2024","0","tests","email_test","TestEmail","","","Verify email count in user inbox",""
"broken","Mon Jul 29 01:23:12 GMT 2024","Mon Jul 29 01:23:12 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Mon Jul 29 01:24:30 GMT 2024","Mon Jul 29 01:24:30 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Mon Jul 29 01:25:48 GMT 2024","Mon Jul 29 01:25:59 GMT 2024","10294","tests","login_test","TestLogin","","","Login with valid credentials test","valid login"
"skipped","Mon Jul 29 01:26:18 GMT 2024","Mon Jul 29 01:26:18 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page",""
"broken","Mon Jul 29 01:26:03 GMT 2024","Mon Jul 29 01:26:14 GMT 2024","10295","tests","login_test","TestLogin","","","Logout of system test","Log out from app"
"broken","Mon Jul 29 01:25:18 GMT 2024","Mon Jul 29 01:25:28 GMT 2024","10298","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Mon Jul 29 01:23:57 GMT 2024","Mon Jul 29 01:23:57 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Mon Jul 29 01:22:59 GMT 2024","Mon Jul 29 01:23:09 GMT 2024","10342","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"skipped","Mon Jul 29 01:25:01 GMT 2024","Mon Jul 29 01:25:01 GMT 2024","0","tests","dependency_class_test","TestDependencyExample","","","test_e","
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        "
"skipped","Mon Jul 29 01:26:18 GMT 2024","Mon Jul 29 01:26:18 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page element",""
"broken","Mon Jul 29 01:22:43 GMT 2024","Mon Jul 29 01:22:53 GMT 2024","10327","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Mon Jul 29 01:24:12 GMT 2024","Mon Jul 29 01:24:12 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Mon Jul 29 01:25:03 GMT 2024","Mon Jul 29 01:25:13 GMT 2024","10305","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"skipped","Mon Jul 29 01:25:01 GMT 2024","Mon Jul 29 01:25:01 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_a",""
"skipped","Mon Jul 29 01:26:18 GMT 2024","Mon Jul 29 01:26:18 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page with ignored area",""
"broken","Mon Jul 29 01:23:42 GMT 2024","Mon Jul 29 01:23:42 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"skipped","Mon Jul 29 01:26:18 GMT 2024","Mon Jul 29 01:26:18 GMT 2024","0","tests","login_test","TestLogin","","","Skipped test example","Skip Test example"
"broken","Mon Jul 29 01:21:45 GMT 2024","Mon Jul 29 01:21:45 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Mon Jul 29 01:24:46 GMT 2024","Mon Jul 29 01:24:46 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"skipped","Mon Jul 29 01:25:01 GMT 2024","Mon Jul 29 01:25:01 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_c",""
"skipped","Mon Jul 29 01:25:01 GMT 2024","Mon Jul 29 01:25:01 GMT 2024","0","tests","db_test","TestDatabaseExample","","","Verify population amounts",""
