"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Visual test of login page element","tests","Fri Mar 14 01:42:27 GMT 2025","skipped","Fri Mar 14 01:42:27 GMT 2025","TestVisual","visual_test","",""
"","0","test_d","tests","Fri Mar 14 01:41:04 GMT 2025","skipped","Fri Mar 14 01:41:04 GMT 2025","TestDependencyExample","dependency_test","",""
"Forgot Password with invalid email address","0","Forgot Password with invalid email test","Custom parent suite","Fri Mar 14 01:41:25 GMT 2025","skipped","Fri Mar 14 01:41:25 GMT 2025","Custom sub suite","Custom suite","",""
"Exception catching","10471","Exception test","Custom parent suite","Fri Mar 14 01:41:28 GMT 2025","broken","Fri Mar 14 01:41:38 GMT 2025","Custom sub suite","Custom suite","",""
"Search for an existing project","0","Search for existing project test","tests","Fri Mar 14 01:43:00 GMT 2025","broken","Fri Mar 14 01:43:00 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","test_c","tests","Fri Mar 14 01:41:04 GMT 2025","skipped","Fri Mar 14 01:41:04 GMT 2025","TestDependencyExample","dependency_test","",""
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri Mar 14 01:43:44 GMT 2025","broken","Fri Mar 14 01:43:44 GMT 2025","TestWorkspaces","workspaces_test","",""
"Log out from app","10477","Logout of system test","tests","Fri Mar 14 01:42:15 GMT 2025","broken","Fri Mar 14 01:42:25 GMT 2025","TestLogin","login_test","",""
"Search for a non existing project","0","Search for non existing project","tests","Fri Mar 14 01:43:16 GMT 2025","broken","Fri Mar 14 01:43:16 GMT 2025","TestWorkspaces","workspaces_test","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Fri Mar 14 01:43:29 GMT 2025","broken","Fri Mar 14 01:43:29 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","test_b","tests","Fri Mar 14 01:43:58 GMT 2025","skipped","Fri Mar 14 01:43:58 GMT 2025","TestDependencyExample","dependency_test","",""
"","0","Verify email count in user inbox","tests","Fri Mar 14 01:41:04 GMT 2025","skipped","Fri Mar 14 01:41:04 GMT 2025","TestEmail","email_test","",""
"","0","Visual test of login page","tests","Fri Mar 14 01:42:27 GMT 2025","skipped","Fri Mar 14 01:42:27 GMT 2025","TestVisual","visual_test","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Fri Mar 14 01:42:16 GMT 2025","broken","Fri Mar 14 01:42:16 GMT 2025","TestWorkspaces","workspaces_test","",""
"valid login","10529","Login with valid credentials test","tests","Fri Mar 14 01:41:59 GMT 2025","broken","Fri Mar 14 01:42:10 GMT 2025","TestLogin","login_test","",""
"Skip Test example","0","Skipped test example","tests","Fri Mar 14 01:42:27 GMT 2025","skipped","Fri Mar 14 01:42:27 GMT 2025","TestLogin","login_test","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri Mar 14 01:41:31 GMT 2025","broken","Fri Mar 14 01:41:31 GMT 2025","TestWorkspaces","workspaces_test","",""
"","0","test_a","tests","Fri Mar 14 01:43:58 GMT 2025","skipped","Fri Mar 14 01:43:58 GMT 2025","TestDependencyExample","dependency_test","",""
"invalid login","10009","Login with invalid credentials test","tests","Fri Mar 14 01:41:48 GMT 2025","broken","Fri Mar 14 01:41:58 GMT 2025","TestLogin","login_test","",""
"
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        ","0","test_e","tests","Fri Mar 14 01:43:58 GMT 2025","skipped","Fri Mar 14 01:43:58 GMT 2025","TestDependencyExample","dependency_class_test","",""
"","0","Get OTP code from email","tests","Fri Mar 14 01:41:04 GMT 2025","skipped","Fri Mar 14 01:41:04 GMT 2025","TestEmail","email_test","",""
"Create new Workspace","0","Create new workspace test","tests","Fri Mar 14 01:41:08 GMT 2025","broken","Fri Mar 14 01:41:08 GMT 2025","TestWorkspaces","workspaces_test","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri Mar 14 01:42:46 GMT 2025","broken","Fri Mar 14 01:42:46 GMT 2025","TestWorkspaces","workspaces_test","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri Mar 14 01:42:30 GMT 2025","broken","Fri Mar 14 01:42:30 GMT 2025","TestWorkspaces","workspaces_test","",""
"invalid login","10483","Login with invalid credentials test","tests","Fri Mar 14 01:42:03 GMT 2025","broken","Fri Mar 14 01:42:14 GMT 2025","TestLogin","login_test","",""
"","0","Visual test of login page with ignored area","tests","Fri Mar 14 01:42:27 GMT 2025","skipped","Fri Mar 14 01:42:27 GMT 2025","TestVisual","visual_test","",""
"Forgot password with a valid email address","10456","Forgot Password with valid email test","Custom parent suite","Fri Mar 14 01:41:13 GMT 2025","broken","Fri Mar 14 01:41:23 GMT 2025","Custom sub suite","Custom suite","",""
"","0","Verify email content","tests","Fri Mar 14 01:41:04 GMT 2025","skipped","Fri Mar 14 01:41:04 GMT 2025","TestEmail","email_test","",""
"","0","Verify population amounts","tests","Fri Mar 14 01:43:58 GMT 2025","skipped","Fri Mar 14 01:43:58 GMT 2025","TestDatabaseExample","db_test","",""
