"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Mar 24 16:34:01 GMT 2023","Fri Mar 24 16:34:01 GMT 2023","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Fri Mar 24 16:33:06 GMT 2023","Fri Mar 24 16:33:16 GMT 2023","10337","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Fri Mar 24 16:33:21 GMT 2023","Fri Mar 24 16:33:31 GMT 2023","10256","tests","test_forgot_password","TestForgotPassword","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Fri Mar 24 16:30:36 GMT 2023","Fri Mar 24 16:30:47 GMT 2023","10286","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Fri Mar 24 16:31:06 GMT 2023","Fri Mar 24 16:31:16 GMT 2023","10279","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Fri Mar 24 16:31:36 GMT 2023","Fri Mar 24 16:31:46 GMT 2023","10235","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Fri Mar 24 16:30:07 GMT 2023","Fri Mar 24 16:30:17 GMT 2023","10218","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Fri Mar 24 16:30:51 GMT 2023","Fri Mar 24 16:31:02 GMT 2023","10236","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Fri Mar 24 16:32:06 GMT 2023","Fri Mar 24 16:32:16 GMT 2023","10285","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Fri Mar 24 16:32:21 GMT 2023","Fri Mar 24 16:32:31 GMT 2023","10240","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Fri Mar 24 16:30:21 GMT 2023","Fri Mar 24 16:30:32 GMT 2023","10278","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Fri Mar 24 16:31:21 GMT 2023","Fri Mar 24 16:31:31 GMT 2023","10253","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Fri Mar 24 16:32:51 GMT 2023","Fri Mar 24 16:33:01 GMT 2023","10325","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Fri Mar 24 16:31:51 GMT 2023","Fri Mar 24 16:32:01 GMT 2023","10246","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Fri Mar 24 16:33:35 GMT 2023","Fri Mar 24 16:33:46 GMT 2023","10269","tests","test_forgot_password","TestForgotPassword","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Fri Mar 24 16:33:51 GMT 2023","Fri Mar 24 16:34:01 GMT 2023","10244","tests","test_forgot_password","TestForgotPassword","","","Exception test","Exception catching"
"broken","Fri Mar 24 16:32:36 GMT 2023","Fri Mar 24 16:32:46 GMT 2023","10249","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
