"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Sep 29 01:45:47 GMT 2024","Sun Sep 29 01:45:47 GMT 2024","0","tests","dependency_class_test","TestDependencyExample","","","test_e","
        Placeholder test function with the dependency name ""e"" and depends on ""TestDependencyExample::b"".

        This test case is designed for demonstration purposes only.
        "
"broken","Sun Sep 29 01:43:12 GMT 2024","Sun Sep 29 01:43:12 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Sun Sep 29 01:42:54 GMT 2024","Sun Sep 29 01:42:54 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"broken","Sun Sep 29 01:43:58 GMT 2024","Sun Sep 29 01:43:58 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Sun Sep 29 01:43:29 GMT 2024","Sun Sep 29 01:43:40 GMT 2024","10311","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"skipped","Sun Sep 29 01:44:23 GMT 2024","Sun Sep 29 01:44:23 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page",""
"broken","Sun Sep 29 01:43:08 GMT 2024","Sun Sep 29 01:43:19 GMT 2024","10304","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"skipped","Sun Sep 29 01:45:47 GMT 2024","Sun Sep 29 01:45:47 GMT 2024","0","tests","db_test","TestDatabaseExample","","","Verify population amounts",""
"skipped","Sun Sep 29 01:45:47 GMT 2024","Sun Sep 29 01:45:47 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_a",""
"skipped","Sun Sep 29 01:42:56 GMT 2024","Sun Sep 29 01:42:56 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_d",""
"broken","Sun Sep 29 01:43:24 GMT 2024","Sun Sep 29 01:43:34 GMT 2024","10341","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Sun Sep 29 01:45:16 GMT 2024","Sun Sep 29 01:45:16 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Sun Sep 29 01:45:31 GMT 2024","Sun Sep 29 01:45:31 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"skipped","Sun Sep 29 01:44:23 GMT 2024","Sun Sep 29 01:44:23 GMT 2024","1","tests","visual_test","TestVisual","","","Visual test of login page element",""
"broken","Sun Sep 29 01:45:00 GMT 2024","Sun Sep 29 01:45:00 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"skipped","Sun Sep 29 01:42:56 GMT 2024","Sun Sep 29 01:42:56 GMT 2024","0","tests","email_test","TestEmail","","","Verify email count in user inbox",""
"broken","Sun Sep 29 01:44:10 GMT 2024","Sun Sep 29 01:44:20 GMT 2024","10352","tests","login_test","TestLogin","","","Logout of system test","Log out from app"
"broken","Sun Sep 29 01:44:13 GMT 2024","Sun Sep 29 01:44:13 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"skipped","Sun Sep 29 01:44:23 GMT 2024","Sun Sep 29 01:44:23 GMT 2024","0","tests","visual_test","TestVisual","","","Visual test of login page with ignored area",""
"broken","Sun Sep 29 01:43:45 GMT 2024","Sun Sep 29 01:43:55 GMT 2024","10347","tests","login_test","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sun Sep 29 01:44:28 GMT 2024","Sun Sep 29 01:44:28 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"skipped","Sun Sep 29 01:44:23 GMT 2024","Sun Sep 29 01:44:23 GMT 2024","0","tests","login_test","TestLogin","","","Skipped test example","Skip Test example"
"skipped","Sun Sep 29 01:42:56 GMT 2024","Sun Sep 29 01:42:56 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_c",""
"skipped","Sun Sep 29 01:42:56 GMT 2024","Sun Sep 29 01:42:56 GMT 2024","0","tests","email_test","TestEmail","","","Verify email content",""
"skipped","Sun Sep 29 01:43:22 GMT 2024","Sun Sep 29 01:43:22 GMT 2024","0","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Sun Sep 29 01:44:45 GMT 2024","Sun Sep 29 01:44:45 GMT 2024","0","tests","workspaces_test","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Sun Sep 29 01:43:54 GMT 2024","Sun Sep 29 01:44:05 GMT 2024","10320","tests","login_test","TestLogin","","","Login with valid credentials test","valid login"
"skipped","Sun Sep 29 01:42:56 GMT 2024","Sun Sep 29 01:42:56 GMT 2024","0","tests","dependency_test","TestDependencyExample","","","test_b",""
